player,name,search_key,nationalite,nationalites_brut,postes,nb_clubs,apps_top5,sitelinks,championnats,first_year,last_year,matchs_grands_clubs,score,difficulte
Q615,Lionel Messi,lionel messi,Argentine,Argentine / Espagne / Italie,attaquant / milieu de terrain,5,578,225,L1 / LIGA,2003,2023,578,398,facile
Q624,Alessandro Del Piero,alessandro del piero,Italie,Italie,attaquant,4,324,86,SA,1991,2014,324,183,facile
Q1835,Zinedine Zidane,zinedine zidane,France,France,milieu de terrain / milieu offensif,4,215,145,LIGA / SA,1989,2006,215,210,facile
Q1839,Laurent Blanc,laurent blanc,France,France,défenseur central,9,115,59,PL / SA,1983,2003,115,94,moyen
Q1879,Corentin Martins,corentin martins,France,France / Portugal,milieu de terrain,6,124,25,L1,1988,2005,30,43,difficile
Q1883,Sabri Lamouchi,sabri lamouchi,France,France / Tunisie,milieu de terrain,10,170,34,L1 / SA,1991,2009,80,67,difficile
Q1885,Jürgen Locadia,jurgen locadia,Curaçao,Royaume des Pays-Bas,ailier droit / attaquant / avant-centre / milieu offensif gauche,5,41,33,BUN / PL,2011,2021,0,37,legende
Q1894,Memphis Depay,memphis depay,Pays-Bas,Ghana / Royaume des Pays-Bas,attaquant / milieu excentré,6,233,69,L1 / LIGA / PL,2011,2026,233,139,facile
Q1907,Hugo Lloris,hugo lloris,France,France,gardien de but,4,579,84,L1 / PL,2005,2023,507,243,facile
Q1908,Mathieu Debuchy,mathieu debuchy,France,France,arrière latéral,6,384,52,L1 / PL,2003,2023,255,141,moyen
Q1909,Adil Rami,adil rami,France,France / Maroc,défenseur / défenseur central,10,493,59,L1 / LIGA / SA,2003,2023,454,199,moyen
Q1910,Yohan Cabaye,yohan cabaye,France,France,milieu de terrain,6,417,51,L1 / PL,2004,2020,230,139,moyen
Q1911,Olivier Giroud,olivier giroud,France,France,attaquant,9,448,89,L1 / PL / SA,2005,2025,375,209,facile
Q1912,Karim Benzema,karim benzema,France,France,attaquant,5,551,107,L1 / LIGA,2004,2026,551,272,facile
Q1913,Florent Malouda,florent malouda,France,France,milieu offensif gauche,9,397,59,L1 / PL,1997,2018,287,156,moyen
Q1915,Laurent Koscielny,laurent koscielny,France,France,défenseur central,5,352,55,L1 / PL,2004,2022,317,154,moyen
Q1916,Patrice Évra,patrice evra,France,France / Sénégal,arrière latéral,8,466,69,L1 / PL / SA,1998,2018,461,208,facile
Q1917,Philippe Mexès,philippe mexes,France,France,libéro,3,400,54,L1 / SA,1999,2016,267,147,moyen
Q1918,Franck Ribéry,franck ribery,France,France,milieu excentré,9,427,89,BUN / L1 / SA,2000,2022,333,198,facile
Q1919,Mathieu Valbuena,mathieu valbuena,France,France,milieu offensif,10,298,53,L1,2004,2026,298,142,moyen
Q1920,Samir Nasri,samir nasri,France,Algérie / France,milieu de terrain,7,364,65,L1 / LIGA / PL,2004,2020,359,173,facile
Q1921,Blaise Matuidi,blaise matuidi,France,Angola / France,milieu de terrain,5,478,60,L1 / SA,2004,2021,301,168,facile
Q1922,Anthony Réveillère,anthony reveillere,France,France,arrière latéral / défenseur,5,445,44,L1 / LIGA / PL / SA,1998,2015,317,152,moyen
Q1923,Jérémy Ménez,jeremy menez,France,France,milieu excentré,11,344,52,L1 / SA,2004,2024,289,144,moyen
Q1924,Steve Mandanda,steve mandanda,France,France / République démocratique du Congo,gardien de but,4,564,57,L1 / PL,2005,2025,469,207,moyen
Q1925,Yann M'Vila,yann mvila,France,France / République du Congo,milieu de terrain,12,35,33,PL / SA,1996,2026,8,38,legende
Q1926,Alou Diarra,alou diarra,France,France,milieu de terrain,15,344,41,BUN / L1 / PL,1999,2017,182,112,moyen
Q1927,Marvin Martin,marvin martin,France,France,milieu de terrain,6,230,32,L1,2008,2023,70,69,difficile
Q1928,Hatem Ben Arfa,hatem ben arfa,France,France / Tunisie,milieu excentré,9,321,55,L1 / LIGA / PL,2004,2021,174,122,moyen
Q1929,Gaël Clichy,gael clichy,France,France,arrière latéral,5,325,53,PL,2002,2023,325,150,moyen
Q1931,Cédric Carrasso,cedric carrasso,France,France,gardien de but,6,378,39,L1,2000,2018,341,145,moyen
Q1934,Sidney Govou,sidney govou,France,France,attaquant,7,328,47,L1,2000,2017,292,138,moyen
Q1935,Éric Abidal,eric abidal,France,France,arrière latéral / défenseur,6,311,68,L1 / LIGA,1999,2014,311,161,facile
Q1936,Djibril Cissé,djibril cisse,France,Côte d'Ivoire / France,attaquant,11,209,54,L1 / PL / SA,1999,2015,125,100,moyen
Q1937,William Gallas,william gallas,France,France,défenseur,6,363,58,L1 / PL,1995,2014,363,167,moyen
Q1938,Bacary Sagna,bacary sagna,France,France,arrière latéral,6,362,64,L1 / PL / SA,2002,2019,267,154,facile
Q1939,Nicolas Anelka,nicolas anelka,France,France,attaquant,12,359,70,L1 / LIGA / PL / SA,1996,2015,294,165,facile
Q1940,André-Pierre Gignac,andrepierre gignac,France,France,attaquant,5,271,51,L1,2004,2026,155,109,moyen
Q1942,Sébastien Squillaci,sebastien squillaci,France,France,défenseur central,7,333,46,L1 / LIGA / PL,1997,2017,236,126,moyen
Q1943,Abou Diaby,abou diaby,France,Côte d'Ivoire / France,milieu de terrain,3,195,50,L1 / PL,2004,2017,185,106,moyen
Q1944,Jérémy Toulalan,jeremy toulalan,France,France,milieu de terrain,5,425,53,L1 / LIGA,2001,2018,287,153,moyen
Q2339,Robin van Persie,robin van persie,Pays-Bas,Royaume des Pays-Bas,attaquant,4,280,97,PL,2001,2019,280,181,facile
Q4599,Raúl Albiol,raul albiol,Espagne,Espagne,défenseur,7,575,68,LIGA / SA,2003,2026,392,204,facile
Q4732,Yassine Benzia,yassine benzia,Algérie / France,Algérie / France,attaquant,2,38,28,L1,2012,2015,38,39,legende
Q5024,Abel Xavier,abel xavier,Portugal,Mozambique / Portugal,arrière latéral,12,100,35,BUN / PL / SA,1990,2008,34,52,difficile
Q5117,Eugen Polanski,eugen polanski,Pologne,Allemagne / Pologne,milieu de terrain,4,276,37,BUN / LIGA,2004,2018,0,65,difficile
Q6817,Daniel Rosin,daniel rosin,Allemagne / République démocratique allemande,Allemagne / République démocratique allemande,défenseur,7,21,6,BUN,1998,2012,21,12,legende
Q9354,Gianfranco Zola,gianfranco zola,Italie,Italie,attaquant,6,168,52,PL / SA,1984,2005,131,95,moyen
Q10520,David Beckham,david beckham,Angleterre,Royaume-Uni,milieu de terrain,6,252,138,L1 / LIGA / PL / SA,1992,2013,252,214,facile
Q10524,Ryan Giggs,ryan giggs,Pays de Galles,Royaume-Uni,milieu de terrain / milieu excentré,1,420,86,PL,1990,2014,420,212,facile
Q10543,Tommy Mooney,tommy mooney,Royaume-Uni,Royaume-Uni,attaquant,13,51,6,PL,1989,2009,0,11,legende
Q10548,Nigel Gibbs,nigel gibbs,Royaume-Uni,Royaume-Uni,arrière latéral,1,21,9,PL,1983,2002,0,11,legende
Q10552,Robert Page,robert page,Pays de Galles,Royaume-Uni,défenseur / défenseur central,6,27,25,PL,1993,2011,0,28,legende
Q10556,Heiðar Helguson,heidar helguson,Islande,Islande,attaquant,8,89,27,PL,1993,2013,0,36,legende
Q10560,Freddie Ljungberg,freddie ljungberg,Suède,Suède,ailier,8,217,64,PL,1994,2014,192,124,facile
Q10569,Danny Graham,danny graham,Royaume-Uni,Royaume-Uni,attaquant,12,87,29,PL,2004,2014,0,38,legende
Q10572,Adrian Mariappa,adrian mariappa,Royaume-Uni,Royaume-Uni,arrière latéral,3,60,27,PL,2005,2013,0,33,legende
Q10577,Tom Cleverley,tom cleverley,Angleterre,Royaume-Uni,milieu de terrain,6,246,52,PL,2008,2023,55,88,moyen
Q10581,Tommy Smith,tommy smith,Royaume-Uni,Royaume-Uni,attaquant / milieu de terrain,7,122,10,PL,1997,2015,0,22,legende
Q10585,Ben Foster,ben foster,Angleterre,Royaume-Uni,gardien de but,11,363,52,PL,2000,2023,12,91,moyen
Q10588,Marlon King,marlon king,Jamaïque,Royaume-Uni,attaquant,11,72,19,PL,1998,2013,0,26,legende
Q10590,Gavin Mahon,gavin mahon,Royaume-Uni,Royaume-Uni,milieu de terrain,10,32,8,PL,1995,2014,0,11,legende
Q10592,Marcus Gayle,marcus gayle,Jamaïque,Jamaïque / Royaume-Uni,milieu de terrain,7,34,21,PL,1988,2008,0,24,legende
Q10594,Alec Chamberlain,alec chamberlain,Royaume-Uni,Royaume-Uni,gardien de but,9,45,13,PL,1981,2007,0,18,legende
Q10598,David James,david james,Angleterre,Royaume-Uni,gardien de but,10,352,48,PL,1988,2014,90,101,moyen
Q10602,Ashley Young,ashley young,Angleterre,Royaume-Uni,arrière latéral / milieu excentré,6,534,70,PL / SA,2003,2026,236,171,facile
Q10603,Marvin Sordell,marvin sordell,Royaume-Uni,Royaume-Uni,attaquant,7,16,20,PL,2008,2015,0,22,legende
Q10606,Lloyd Doyley,lloyd doyley,Jamaïque,Jamaïque / Royaume-Uni,arrière latéral,2,28,14,PL,2001,2015,0,17,legende
Q10666,Scott Loach,scott loach,Royaume-Uni,Royaume-Uni,gardien de but,10,26,16,PL,2006,2015,0,19,legende
Q10667,Nyron Nosworthy,nyron nosworthy,Jamaïque,Jamaïque / Royaume-Uni,défenseur,8,98,14,PL,1998,2016,0,24,legende
Q10668,Fitz Hall,fitz hall,Royaume-Uni,Royaume-Uni,défenseur,9,98,18,PL,2000,2014,0,28,legende
Q10709,Fernando Forestieri,fernando forestieri,Argentine,Argentine,attaquant,9,39,18,LIGA / SA,2006,2015,0,22,legende
Q10711,Manuel Almunia,manuel almunia,Espagne,Espagne,gardien de but,11,205,52,LIGA / PL,1996,2014,175,108,moyen
Q10718,John Eustace,john eustace,Royaume-Uni,Royaume-Uni,milieu de terrain,7,25,14,PL,1996,2015,0,16,legende
Q10720,Neuton,neuton,Brésil,Brésil,défenseur,6,4,13,LIGA / SA,2010,2016,0,13,exclu
Q10723,Mark Yeates,mark yeates,République d'Irlande,Irlande,milieu de terrain / milieu excentré,12,3,11,PL,2002,2015,3,12,exclu
Q10724,Jonathan Hogg,jonathan hogg,Royaume-Uni,Royaume-Uni,milieu de terrain,5,70,24,PL,2009,2025,0,31,legende
Q10726,Chris Iwelumo,chris iwelumo,Écosse,Royaume-Uni,attaquant,18,23,16,PL,1995,2014,0,18,legende
Q10727,Steve Beleck,steve beleck,Cameroun,Cameroun,attaquant,11,0,14,SA,2009,2015,0,14,exclu
Q10732,Daniel Pudil,daniel pudil,Tchéquie,Tchéquie,milieu excentré,10,24,31,LIGA / PL / SA,2003,2020,0,33,legende
Q10735,Matěj Vydra,matej vydra,Tchéquie,Tchéquie,attaquant,10,108,33,PL / SA,2008,2022,0,44,difficile
Q10736,Ikechi Anya,ikechi anya,Royaume-Uni,Royaume-Uni,attaquant / milieu excentré,11,22,21,LIGA,2004,2013,22,28,legende
Q10754,Almen Abdi,almen abdi,Suisse,Kosovo / Suisse,milieu de terrain,4,62,25,L1 / SA,2006,2013,0,31,legende
Q10758,Marco Cassetti,marco cassetti,Italie,Italie,défenseur,8,337,26,SA,1996,2016,198,99,moyen
Q10761,Connor Smith,connor smith,Irlande,Irlande,milieu de terrain,5,2,7,PL,2011,2016,0,7,exclu
Q10772,Alexandre Geijo,alexandre geijo,Espagne,Espagne,attaquant,13,117,16,LIGA / SA,2000,2021,0,28,legende
Q10781,Geoffrey Mujangi Bia,geoffrey mujangi bia,Belgique,Belgique / République démocratique du Congo / Zaïre,milieu de terrain,12,4,14,PL,2006,2025,0,14,exclu
Q10785,Cristian Battocchio,cristian battocchio,Italie,Argentine,milieu de terrain,4,6,21,SA,2011,2015,0,22,exclu
Q10788,Nathaniel Chalobah,nathaniel chalobah,Royaume-Uni / Sierra Leone,Royaume-Uni / Sierra Leone,milieu de terrain,7,8,34,PL / SA,2012,2015,2,35,exclu
Q10792,Joel Ekstrand,joel ekstrand,Suède,Suède,défenseur central,3,12,17,SA,2008,2013,0,18,legende
Q10796,Jean-Alain Fanchone,jeanalain fanchone,France,France,arrière latéral,7,21,11,L1 / SA,2008,2015,0,13,legende
Q11571,Cristiano Ronaldo,cristiano ronaldo,Portugal,Portugal,attaquant / milieu excentré,5,626,215,LIGA / PL / SA,2002,2022,626,403,facile
Q11576,Raúl González,raul gonzalez,Espagne,Espagne,attaquant,6,444,83,BUN / LIGA,1994,2015,444,216,facile
Q11584,Iker Casillas,iker casillas,Espagne,Espagne,gardien de but,4,510,100,LIGA,1998,2020,510,253,facile
Q11931,Tim Matavž,tim matavz,Slovénie,Slovénie,attaquant,7,27,32,BUN,2006,2016,0,35,legende
Q11944,Orlando Engelaar,orlando engelaar,Pays-Bas,Royaume des Pays-Bas,milieu de terrain,6,25,31,BUN,2000,2015,25,38,legende
Q11948,Michael Ballack,michael ballack,Allemagne,Allemagne,milieu de terrain,6,326,81,BUN / PL,1995,2012,326,179,facile
Q11954,Dries Mertens,dries mertens,Belgique,Belgique,milieu excentré,7,295,57,SA,2005,2025,295,146,moyen
Q11956,Ola Toivonen,ola toivonen,Suède,Suède,milieu de terrain,8,116,46,L1 / PL,2003,2022,0,58,difficile
Q11958,Philip Cocu,philip cocu,Pays-Bas,Royaume des Pays-Bas,milieu de terrain,5,171,51,LIGA,1988,2008,171,102,moyen
Q11966,Bafétimbi Gomis,bafetimbi gomis,France,France / Sénégal,attaquant,8,422,41,L1 / PL,2004,2024,210,125,moyen
Q12984,Stephan El Shaarawy,stephan el shaarawy,Italie,Italie / Venezuela / Égypte,ailier,6,360,59,L1 / SA,2008,2026,357,166,moyen
Q13002,Paul Gascoigne,paul gascoigne,Angleterre,Royaume-Uni,milieu de terrain,9,52,59,PL,1985,2004,0,64,difficile
Q13054,Steed Malbranque,steed malbranque,Belgique / France,Belgique / France,milieu de terrain,5,337,31,L1 / PL,1998,2011,62,77,moyen
Q13055,Rémy Vercoutre,remy vercoutre,France,France,gardien de but,4,244,29,L1,1998,2018,76,69,difficile
Q13057,Mathieu Gorgelin,mathieu gorgelin,France,France,gardien de but,3,20,18,L1,2011,2019,20,24,legende
Q13304,Mouhamadou Dabo,mouhamadou dabo,France / Sénégal,France / Sénégal,arrière latéral,4,208,22,L1 / LIGA,2005,2015,91,61,difficile
Q13306,Alexandre Lacazette,alexandre lacazette,France,France,avant-centre,3,455,55,L1 / PL,2010,2025,455,192,moyen
Q13308,Samuel Umtiti,samuel umtiti,France,Cameroun / France,défenseur / défenseur central,5,253,68,L1 / LIGA / SA,2010,2025,228,139,facile
Q13309,Sidy Koné,sidy kone,Mali,Mali,milieu de terrain,3,2,13,L1,2010,2015,2,14,exclu
Q13488,Grégory Coupet,gregory coupet,France,France,gardien de but,4,340,40,L1 / LIGA,1993,2011,340,142,moyen
Q15199,Jack Wilshere,jack wilshere,Angleterre,Royaume-Uni,milieu de terrain,5,182,62,PL,2008,2022,125,105,facile
Q15772,Markus Weinzierl,markus weinzierl,Allemagne,Allemagne,défenseur,7,2,23,BUN,1993,2004,0,23,exclu
Q16794,Ralf Schmitt,ralf schmitt,Allemagne,Allemagne,attaquant,7,0,5,BUN,2000,2008,0,5,exclu
Q17158,Carles Puyol,carles puyol,Espagne,Espagne,défenseur central,3,392,79,LIGA,1996,2014,392,197,facile
Q17491,Jean Armel Kana Biyik,jean armel kana biyik,Cameroun / France,Cameroun / France,défenseur,3,168,22,L1,2008,2016,0,39,legende
Q17492,Jonathan dos Santos,jonathan dos santos,Mexique,Espagne / Mexique,milieu de terrain,5,102,40,LIGA,2009,2026,14,53,difficile
Q17493,Thiago Alcántara,thiago alcantara,Espagne,Brésil / Espagne,milieu de terrain,4,286,65,BUN / LIGA / PL,2008,2024,286,151,facile
Q17499,Cesc Fàbregas,cesc fabregas,Espagne,Espagne,milieu de terrain,7,500,85,L1 / LIGA / PL,1995,2023,500,235,facile
Q17500,Xavi Hernández,xavi hernandez,Espagne,Espagne,milieu de terrain,3,475,96,LIGA,1997,2019,475,238,facile
Q17507,Gerard Piqué,gerard pique,Espagne,Espagne,défenseur,3,431,92,LIGA / PL,2004,2022,409,217,facile
Q17508,José Manuel Pinto,jose manuel pinto,Espagne,Espagne,gardien de but,4,161,48,LIGA,1994,2014,34,71,difficile
Q18753,Roberto Trashorras,roberto trashorras,Espagne,Espagne,milieu de terrain,8,152,32,LIGA,1999,2018,1,47,difficile
Q18765,Burak Yılmaz,burak yilmaz,Turquie,Turquie,milieu excentré,10,59,52,L1,2002,2023,59,70,difficile
Q18881,Aly Cissokho,aly cissokho,France,France / Sénégal,arrière latéral,7,158,35,L1 / LIGA / PL,2006,2015,133,77,moyen
Q18962,Adrien Rabiot,adrien rabiot,France,France,milieu de terrain,6,364,61,L1 / SA,2012,2025,352,168,facile
Q18976,Ole Gunnar Solskjær,ole gunnar solskjaer,Norvège,Norvège,milieu excentré,3,171,66,PL,1990,2007,171,117,facile
Q18982,Tom Ince,tom ince,Royaume-Uni,Royaume-Uni,milieu excentré,7,15,27,PL,2010,2015,0,28,legende
Q19041,Daniel Güiza,daniel guiza,Espagne,Espagne,attaquant,17,143,51,LIGA,1998,2024,0,65,difficile
Q19051,Mame Biram Diouf,mame biram diouf,Sénégal,Sénégal,attaquant,10,184,42,BUN / PL,2006,2024,5,61,difficile
Q19350,Karl Henry,karl henry,Royaume-Uni,Royaume-Uni,milieu de terrain,6,135,23,PL,2000,2018,0,36,legende
Q19364,Andrés Guardado,andres guardado,Mexique,Espagne / Mexique,milieu de terrain / milieu excentré,7,340,51,BUN / LIGA,2005,2025,52,95,moyen
Q19365,Vicente Guaita,vicente guaita,Espagne,Espagne,gardien de but,7,367,40,LIGA / PL / SA,2006,2026,76,92,moyen
Q19367,Juan Bernat,juan bernat,Espagne,Espagne,arrière latéral,7,240,46,BUN / L1 / LIGA,2011,2025,216,113,moyen
Q19388,Dani Parejo,dani parejo,Espagne,Espagne,milieu de terrain,7,558,46,LIGA,2006,2026,287,159,moyen
Q19392,Éver Banega,ever banega,Argentine,Argentine,milieu de terrain,8,343,55,LIGA / SA,2007,2025,343,158,moyen
Q19422,Sergio Canales,sergio canales,Espagne,Espagne,milieu de terrain,7,384,47,LIGA,2008,2026,53,96,moyen
Q19497,Oscar dos Santos Emboaba Júnior,oscar dos santos emboaba junior,Brésil,Brésil,milieu de terrain,4,131,62,PL,2008,2025,131,101,facile
Q20110,Francesco Totti,francesco totti,Italie,Italie,attaquant / milieu de terrain,2,464,126,SA,1985,2017,464,265,facile
Q24012,Gaetano Monachello,gaetano monachello,Italie,Italie,attaquant,7,0,14,L1,2012,2015,0,14,exclu
Q24325,Ufuk Budak,ufuk budak,Allemagne / Azerbaïdjan / Turquie,Allemagne / Azerbaïdjan / Turquie,défenseur,6,43,12,BUN,2009,2014,0,16,legende
Q25463,Mohamed Youssouf,mohamed youssouf,France,France,milieu de terrain,7,5,17,L1,2007,2015,0,18,exclu
Q25718,Björn Lindemann,bjorn lindemann,Allemagne,Allemagne,attaquant / milieu de terrain,10,0,11,BUN,2003,2015,0,11,exclu
Q26051,Alejandro Pozuelo,alejandro pozuelo,Espagne,Espagne,milieu de terrain,5,62,23,LIGA / PL,2010,2015,0,29,legende
Q26069,Klaas-Jan Huntelaar,klaasjan huntelaar,Pays-Bas,Royaume des Pays-Bas,attaquant,8,224,70,BUN / LIGA / SA,2002,2021,224,137,facile
Q26192,Steven Caulker,steven caulker,Sierra Leone,Royaume-Uni,défenseur central,8,85,33,PL,2009,2016,18,45,difficile
Q26233,Roman Neustädter,roman neustadter,Allemagne,Allemagne / Russie / Union soviétique,défenseur / milieu de terrain,3,45,35,BUN,2006,2010,0,40,legende
Q26276,Klemen Lavrič,klemen lavric,Slovénie,Slovénie,attaquant,10,46,44,BUN,1998,2014,0,49,difficile
Q26309,Amir Karič,amir karic,Slovénie,Slovénie,défenseur,17,0,44,PL,1991,2013,0,44,exclu
Q26343,Gaël Bigirimana,gael bigirimana,Burundi,Burundi / Royaume-Uni,milieu de terrain,5,13,28,PL,2011,2022,0,29,legende
Q26380,Iago Aspas,iago aspas,Espagne,Espagne,attaquant,4,417,55,LIGA / PL,2006,2015,30,103,moyen
Q26480,Francisco Medina Luna,francisco medina luna,Espagne,Espagne,milieu excentré,14,143,21,LIGA,2001,2021,0,35,legende
Q26517,Luis Suárez,luis suarez,Uruguay,Uruguay,attaquant,8,368,114,LIGA / PL,2005,2023,368,224,facile
Q26522,Mbaye Niang,mbaye niang,Sénégal,France / Sénégal,attaquant / milieu excentré,15,302,46,L1 / PL / SA,2011,2025,89,94,moyen
Q26536,Álex Fernández,alex fernandez,Espagne,Espagne,milieu de terrain,7,30,24,LIGA,2010,2017,1,27,legende
Q26580,Antonio Conte,antonio conte,Italie,Italie,milieu de terrain,2,114,64,SA,1985,2004,114,98,facile
Q27476,Florian Thauvin,florian thauvin,France,France,milieu de terrain,8,344,48,L1 / PL / SA,2010,2025,218,126,moyen
Q27481,Gaël Angoula,gael angoula,Cameroun / France,Cameroun / France,défenseur,6,52,12,L1,2004,2017,0,17,legende
Q27482,Maka Mary,maka mary,France / Mali,France / Mali,défenseur,3,35,9,L1,2008,2014,0,12,legende
Q27508,Lucas Wilchez,lucas wilchez,Argentine,Argentine,milieu de terrain / milieu excentré,8,5,12,LIGA,2003,2017,0,12,exclu
Q27516,Féthi Harek,fethi harek,Algérie,Algérie,défenseur,5,63,11,L1,2000,2014,0,17,legende
Q27517,Yassin El-Azzouzi,yassin elazzouzi,France,France,attaquant,6,11,12,L1,2000,2013,0,13,legende
Q27523,Mehdi Mostefa,mehdi mostefa,Algérie,Algérie / France,milieu de terrain,7,125,28,L1,2004,2015,0,40,legende
Q27525,Franco Zuculini,franco zuculini,Argentine,Argentine / Italie,milieu de terrain,6,52,22,BUN / LIGA / SA,2008,2014,0,27,legende
Q27526,David Gigliotti,david gigliotti,France,France,attaquant,8,51,12,L1,2004,2013,21,21,legende
Q27528,Sambou Yatabaré,sambou yatabare,France / Mali,France / Mali,milieu de terrain,8,101,26,L1,2006,2016,0,36,legende
Q27531,Lluís Sastre,lluis sastre,Espagne,Espagne,milieu de terrain,6,42,16,LIGA,2005,2015,0,20,legende
Q27533,Sigamary Diarra,sigamary diarra,France / Mali,France / Mali,milieu offensif gauche,7,139,17,L1,2002,2014,0,31,legende
Q27572,Patrick Ebert,patrick ebert,Allemagne / République démocratique allemande,Allemagne / République démocratique allemande,milieu de terrain / milieu excentré,10,137,28,BUN / LIGA,2004,2022,0,42,legende
Q27649,Jérôme Rothen,jerome rothen,France,France,milieu excentré,7,297,31,L1,1997,2013,221,105,moyen
Q27680,Ivan Obradović,ivan obradovic,Serbie,Serbie,arrière latéral,5,47,33,LIGA,2006,2015,0,38,legende
Q27688,Javier Paredes,javier paredes,Espagne,Espagne,arrière latéral,6,152,21,LIGA,2000,2014,0,36,legende
Q27691,Alberto Bueno,alberto bueno,Espagne,Espagne,milieu excentré,6,118,25,LIGA,2006,2015,3,37,legende
Q27694,Emre Can,emre can,Allemagne,Allemagne / Turquie,milieu de terrain,6,314,61,BUN / PL / SA,2011,2020,314,155,facile
Q27696,Toifilou Maoulida,toifilou maoulida,France,France,milieu excentré,9,297,18,L1,1997,2014,66,61,difficile
Q27699,Carlos Aranda,carlos aranda,Espagne,Espagne,attaquant,13,177,17,LIGA,1998,2015,16,38,legende
Q27704,Maurizio Lanzaro,maurizio lanzaro,Italie,Italie,défenseur,12,172,14,LIGA / SA,1998,2016,1,31,legende
Q27705,Javier Álamo Cruz,javier alamo cruz,Espagne,Espagne,milieu de terrain / milieu excentré,7,2,12,LIGA,2007,2015,0,12,exclu
Q27719,Stefan Babović,stefan babovic,Serbie,Serbie / Serbie-et-Monténégro,milieu de terrain,8,26,22,L1 / LIGA,2001,2016,0,25,legende
Q27729,Álvaro González Soberón,alvaro gonzalez soberon,Espagne,Espagne,arrière latéral,4,73,32,LIGA,2009,2014,0,39,legende
Q27733,Julien Sablé,julien sable,France,France,milieu de terrain,4,148,19,L1,1998,2014,0,34,legende
Q27735,Glenn Loovens,glenn loovens,Pays-Bas,Royaume des Pays-Bas,défenseur,8,21,22,LIGA,2001,2019,0,24,legende
Q27739,Oumar Sissoko,oumar sissoko,France / Mali,France / Mali,gardien de but,6,26,17,L1,2007,2020,0,20,legende
Q27741,Abraham Minero,abraham minero,Espagne,Espagne,défenseur,12,56,20,LIGA,2004,2020,0,26,legende
Q27744,Ádám Pintér,adam pinter,Hongrie,Hongrie,milieu de terrain,6,46,30,BUN / LIGA,2006,2017,0,35,legende
Q27748,Francisco Montañés,francisco montanes,Espagne,Espagne,milieu de terrain / milieu excentré,8,38,22,LIGA,2004,2014,1,26,legende
Q27754,Eduard Oriol,eduard oriol,Espagne,Espagne,attaquant / milieu excentré,10,39,16,LIGA,2005,2015,0,20,legende
Q27755,Antonio Doblas,antonio doblas,Espagne,Espagne,gardien de but,11,96,23,LIGA / SA,1999,2015,2,33,legende
Q27756,Raúl Goni,raul goni,Espagne,Espagne,défenseur,6,16,14,LIGA,2007,2016,0,16,legende
Q27767,José María Movilla,jose maria movilla,Espagne,Espagne,milieu de terrain,8,322,17,LIGA,1994,2014,49,59,difficile
Q27768,Felipe Saad,felipe saad,Brésil,Brésil,défenseur,8,36,14,L1,2003,2015,0,18,legende
Q27770,Sylvain Marchal,sylvain marchal,France,France,défenseur,5,195,14,L1,1999,2015,0,34,legende
Q27772,Eduardo Ribeiro,eduardo ribeiro,Brésil,Brésil,attaquant,10,106,13,L1,1997,2015,0,24,legende
Q27777,Álvaro Rubio,alvaro rubio,Espagne,Espagne,milieu de terrain,4,54,15,LIGA,1998,2006,0,20,legende
Q27787,Johan Cavalli,johan cavalli,France,France,milieu de terrain,9,2,13,PL,2000,2010,0,13,exclu
Q27791,François Marque,francois marque,France,France,défenseur,11,12,13,L1,2001,2015,0,14,legende
Q27794,Wahbi Khazri,wahbi khazri,Tunisie,France / Tunisie,attaquant,6,345,45,L1 / PL,2009,2025,52,90,moyen
Q27795,Macedo Novaes,macedo novaes,Brésil / France,Brésil / France,gardien de but,10,36,12,L1,2000,2015,0,16,legende
Q27800,Fousséni Diawara,fousseni diawara,Mali,France / Mali,arrière latéral / défenseur central,8,123,19,L1,1999,2015,0,31,legende
Q27805,Arnaud Maire,arnaud maire,France,France,défenseur,5,30,10,L1,2003,2014,0,13,legende
Q27808,Jérémy Choplin,jeremy choplin,France,France,défenseur,8,60,9,L1,2003,2015,0,15,legende
Q27812,Matthieu Sans,matthieu sans,France,France,défenseur,4,32,11,L1,2008,2014,0,14,legende
Q27819,Julian Palmieri,julian palmieri,France,France,milieu de terrain,6,169,13,L1,2005,2017,28,36,legende
Q27822,Paul Lasne,paul lasne,France,France,milieu de terrain,4,89,14,L1,2009,2014,0,23,legende
Q27824,Olivier Vannucci,olivier vannucci,France,France,défenseur,2,1,6,L1,2010,2013,0,6,exclu
Q27833,José María Martín Bejarano-Serrano,jose maria martin bejaranoserrano,Espagne,Espagne,milieu de terrain,5,39,17,LIGA,2007,2014,20,25,legende
Q27836,Frédéric Sammaritano,frederic sammaritano,France,France,attaquant,5,79,15,L1,2006,2015,0,23,legende
Q27843,Christophe Vincent,christophe vincent,France,France,milieu de terrain,3,6,12,L1,2011,2015,0,13,exclu
Q27845,Salim Moizini,salim moizini,France,France,milieu de terrain,5,12,9,L1,2005,2014,0,10,legende
Q27852,Ilan,ilan,Brésil,Brésil / Italie,attaquant,10,207,16,L1 / PL,1999,2014,0,37,legende
Q27854,David Oberhauser,david oberhauser,France,France,gardien de but,3,1,15,L1,2011,2014,0,15,exclu
Q27856,Anthony Lippini,anthony lippini,France,France,défenseur,4,41,12,L1,2007,2015,0,16,legende
Q27865,Gaëtan Varenne,gaetan varenne,France / Israël,France / Israël,attaquant,5,2,10,L1,2009,2015,0,10,exclu
