player,name,search_key,nationalite,nationalites_brut,postes,nb_clubs,apps_top5,sitelinks,championnats,first_year,last_year,matchs_grands_clubs,score,difficulte
Q1358800,Petar Jelić,petar jelic,Bosnie-Herzégovine,Bosnie-Herzégovine,attaquant,9,0,12,BUN,2003,2015,0,12,exclu
Q1358848,Levan Tskitishvili,levan tskitishvili,Géorgie,Géorgie,milieu de terrain,7,116,13,BUN,1993,2009,0,25,legende
Q1358908,Yannick Boli,yannick boli,Côte d'Ivoire,Côte d'Ivoire / France,attaquant,6,46,16,L1,2005,2014,33,27,legende
Q1359619,Igor Kolyvanov,igor kolyvanov,Russie,Russie / Union soviétique,attaquant,5,45,21,SA,1985,2001,0,26,legende
Q1359658,Almani Moreira,almani moreira,Guinée-Bissau,Portugal,milieu de terrain,12,22,15,BUN,1997,2014,0,17,legende
Q1359942,Nebojša Krupniković,nebojsa krupnikovic,Serbie,Serbie,milieu de terrain,13,101,26,BUN / L1,1991,2008,0,36,legende
Q1359977,Morten Bisgaard,morten bisgaard,Danemark,Royaume de Danemark,milieu de terrain,7,24,17,SA,1991,2009,0,19,legende
Q1360498,Michael Parkhurst,michael parkhurst,États-Unis,Irlande / États-Unis,arrière latéral,6,2,21,BUN,2003,2019,0,21,exclu
Q1360508,Thomas Riedl,thomas riedl,Allemagne,Allemagne,défenseur,8,35,6,BUN,1994,2012,0,10,legende
Q1360529,Massimo Ganci,massimo ganci,Italie,Italie,attaquant,10,20,5,SA,1999,2015,0,7,legende
Q1360542,Peter Graulund,peter graulund,Royaume de Danemark,Royaume de Danemark,attaquant,5,14,9,BUN,1995,2012,0,10,legende
Q1360674,Albert Baning,albert baning,Cameroun,Cameroun,milieu de terrain,10,19,11,L1,2003,2014,0,13,legende
Q1360977,Jonas Troest,jonas troest,Royaume de Danemark,Royaume de Danemark,défenseur,7,8,9,BUN,2002,2014,0,10,exclu
Q1361090,Mads Timm,mads timm,Royaume de Danemark,Royaume de Danemark,attaquant,6,0,11,PL,2002,2009,0,11,exclu
Q1361215,Sergio Volpi,sergio volpi,Italie,Italie,défenseur / milieu de terrain,9,247,15,SA,1993,2011,0,40,legende
Q1361441,Fraser Fyvie,fraser fyvie,Royaume-Uni,Royaume-Uni,milieu de terrain,5,0,12,PL,2009,2015,0,12,exclu
Q1361462,Morgan Schneiderlin,morgan schneiderlin,France,France,milieu de terrain,8,254,46,L1 / PL,2006,2024,32,78,moyen
Q1361619,Rhys Taylor,rhys taylor,Royaume-Uni,Royaume-Uni,gardien de but,9,0,11,PL,2007,2015,0,11,exclu
Q1361647,Ersan Tekkan,ersan tekkan,Allemagne / Turquie,Allemagne / Turquie,milieu de terrain,4,0,1,BUN,2004,2013,0,1,exclu
Q1361652,Jason Wilcox,jason wilcox,Angleterre,Royaume-Uni,milieu offensif gauche,4,81,17,PL,1989,2006,0,25,legende
Q1361823,Juan Francisco Moreno Fuertes,juan francisco moreno fuertes,Espagne,Espagne,milieu excentré,11,53,19,LIGA,2007,2023,1,24,legende
Q1361959,Alan Kelly,alan kelly,République d'Irlande,Irlande / Royaume-Uni,entraîneur de gardien de but / gardien de but,5,23,20,PL,1985,2004,0,22,legende
Q1362018,Yohan Mollo,yohan mollo,France,France,milieu excentré,7,121,18,L1 / LIGA,2008,2013,42,38,legende
Q1362036,Stefano Lucchini,stefano lucchini,Italie,Italie,défenseur,6,273,17,SA,1998,2014,0,44,difficile
Q1362048,Ali Benarbia,ali benarbia,Algérie,Algérie / France,milieu de terrain,7,78,18,L1 / PL,1986,2006,78,41,legende
Q1362064,Grant Hanley,grant hanley,Écosse,Royaume-Uni,défenseur / défenseur central,5,106,30,PL,2010,2025,0,41,legende
Q1362076,Guilherme do Prado,guilherme do prado,Brésil,Brésil,milieu de terrain,12,91,12,PL / SA,2002,2015,0,21,legende
Q1362397,Gil Vermouth,gil vermouth,Israël / Pologne,Israël / Pologne,milieu excentré,8,4,14,BUN,2004,2018,0,14,exclu
Q1362594,Maxime Lestienne,maxime lestienne,Belgique,Belgique,milieu de terrain,5,23,26,SA,2008,2015,0,28,legende
Q1362605,Stophira Sunzu,stophira sunzu,Zambie,Zambie,défenseur / milieu de terrain,7,14,20,L1,2005,2015,0,21,legende
Q1362650,Sebastián Ariel Romero,sebastian ariel romero,Argentine,Argentine,attaquant,8,34,13,L1 / LIGA,1996,2011,0,16,legende
Q1363147,Salvatore Masiello,salvatore masiello,Italie,Italie,défenseur,10,106,11,SA,1999,2015,0,22,legende
Q1363151,Erwin Koen,erwin koen,Royaume des Pays-Bas,Royaume des Pays-Bas,arrière latéral,12,6,5,BUN,1996,2012,0,6,exclu
Q1363159,Alessandro Gazzi,alessandro gazzi,Italie,Italie,milieu de terrain,7,106,17,SA,2000,2012,0,28,legende
Q1363190,José Semedo,jose semedo,Portugal,Portugal,milieu défensif,6,3,10,SA,2004,2011,0,10,exclu
Q1363193,Graeme Murty,graeme murty,Écosse,Royaume-Uni,défenseur,4,56,11,PL,1993,2010,0,17,legende
Q1363213,Réver Humberto Araújo Alves,rever humberto araujo alves,Brésil,Brésil,défenseur,6,0,21,BUN,2004,2014,0,21,exclu
Q1363217,Erwin Lemmens,erwin lemmens,Belgique,Belgique,gardien de but,6,90,12,LIGA,1995,2010,0,21,legende
Q1363284,Ryan Shotton,ryan shotton,Royaume-Uni,Royaume-Uni,arrière latéral,7,46,18,PL,2007,2016,0,23,legende
Q1363628,Alexandru Ioniță,alexandru ionita,Roumanie,Roumanie,attaquant,12,8,11,BUN,2006,2022,0,12,exclu
Q1363722,Nicolas Marin,nicolas marin,France,France,milieu de terrain,12,90,15,L1,2000,2015,0,24,legende
Q1363824,Maximiliano Pellegrino,maximiliano pellegrino,Argentine,Argentine,défenseur,5,64,9,SA,1999,2015,0,15,legende
Q1363834,Nicolás Amodio,nicolas amodio,Uruguay,Uruguay,milieu de terrain,10,37,12,SA,2003,2015,37,23,legende
Q1363847,Riccardo Bonetto,riccardo bonetto,Italie,Italie,défenseur,12,47,11,SA,1997,2012,9,18,legende
Q1363859,Javier Oliva González,javier oliva gonzalez,Espagne,Espagne,gardien de but,8,0,12,LIGA,1994,2011,0,12,exclu
Q1363939,Stefano Eranio,stefano eranio,Italie,Italie,milieu de terrain / milieu excentré,4,48,20,PL,1984,2003,0,25,legende
Q1363967,Stiven Rivić,stiven rivic,Croatie,Croatie,milieu de terrain,5,67,9,BUN,2004,2014,0,16,legende
Q1363995,Nicolás Pavlovich,nicolas pavlovich,Argentine,Argentine,attaquant,13,3,10,BUN,1998,2013,0,10,exclu
Q1364178,Nano,nano,Espagne,Espagne,milieu excentré,10,69,15,LIGA,1999,2014,43,30,legende
Q1364245,Yves Desmarets,yves desmarets,France,France,milieu de terrain,8,12,12,LIGA,2002,2013,0,13,legende
Q1364508,Geri Çipi,geri cipi,Albanie,Albanie,défenseur central,6,6,11,BUN,1992,2007,0,12,exclu
Q1364947,Milan Ivana,milan ivana,Slovaquie,Slovaquie,attaquant,6,19,11,BUN,1998,2016,0,13,legende
Q1364966,Pavol Farkaš,pavol farkas,Slovaquie,Slovaquie,défenseur central,7,4,13,SA,2003,2015,0,13,exclu
Q1365363,Riccardo Zampagna,riccardo zampagna,Italie,Italie,attaquant,15,80,9,SA,1996,2011,0,17,legende
Q1365389,Régis Dorn,regis dorn,France,France,attaquant,9,62,10,BUN / L1,1996,2013,0,16,legende
Q1365420,Nicolas Ardouin,nicolas ardouin,France,France,gardien de but,8,4,8,LIGA,1997,2013,0,8,exclu
Q1365542,Pablo Brandán,pablo brandan,Argentine,Argentine,arrière latéral,12,13,14,LIGA,1999,2015,0,15,legende
Q1365589,Weldon,weldon,Brésil,Brésil,attaquant,17,10,15,L1,1999,2015,0,16,legende
Q1365656,Neill Collins,neill collins,Écosse,Royaume-Uni,défenseur / défenseur central,10,7,12,PL,2001,2016,0,13,exclu
Q1365677,Júlio César Jacobi,julio cesar jacobi,Brésil,Brésil,gardien de but,6,21,16,LIGA,2006,2014,0,18,legende
Q1365706,Sidnei,sidnei,Brésil,Brésil,défenseur central,6,12,24,LIGA,2007,2014,0,25,legende
Q1365850,Paul Telfer,paul telfer,Écosse,Royaume-Uni,arrière latéral,8,191,10,PL,1988,2014,0,29,legende
Q1365861,Alfred Nijhuis,alfred nijhuis,Royaume des Pays-Bas,Royaume des Pays-Bas,défenseur,5,41,21,BUN,1984,2001,41,33,legende
Q1366395,Stefan Postma,stefan postma,Royaume des Pays-Bas,Royaume des Pays-Bas,gardien de but,7,13,12,PL,1995,2011,0,13,legende
Q1366485,Keith Gillespie,keith gillespie,Irlande du Nord,Royaume-Uni,milieu excentré,11,91,15,PL,1993,2013,0,24,legende
Q1367255,Pius Ndiefi,pius ndiefi,Cameroun,Cameroun / France,attaquant,10,108,17,L1,1992,2010,0,28,legende
Q1367505,Tom Soares,tom soares,Royaume-Uni,Royaume-Uni,milieu de terrain,6,37,13,PL,2003,2012,0,17,legende
Q1367595,Petter Vaagan Moen,petter vaagan moen,Norvège,Norvège,milieu de terrain,6,7,12,PL,2001,2015,0,13,exclu
Q1367644,Matt Murray,matt murray,Royaume-Uni,Royaume-Uni,gardien de but,5,14,11,PL,1998,2010,0,12,legende
Q1367655,Tony Vairelles,tony vairelles,France,France,attaquant,11,176,16,L1,1991,2011,74,48,difficile
Q1367689,Younousse Sankharé,younousse sankhare,France / Sénégal,France / Sénégal,milieu de terrain,5,66,20,L1,2007,2013,33,33,legende
Q1367738,Ernesto Galán,ernesto galan,Espagne,Espagne,défenseur,12,33,15,LIGA,2005,2018,0,18,legende
Q1367758,Guillermo Giacomazzi,guillermo giacomazzi,Uruguay,Uruguay,milieu de terrain,7,186,14,SA,1998,2015,0,33,legende
Q1368116,Jim Brennan,jim brennan,Canada,Canada,milieu de terrain,6,14,17,PL,1994,2010,0,18,legende
Q1368131,Jimmy Walker,jimmy walker,Royaume-Uni,Royaume-Uni,gardien de but,5,12,10,PL,1993,2015,0,11,legende
Q1368510,David de Paula Gallardo,david de paula gallardo,Espagne,Espagne,ailier / attaquant intérieur,12,2,10,LIGA,2001,2019,0,10,exclu
Q1368520,Tiago Calvano,tiago calvano,Brésil,Brésil,défenseur,10,0,10,SA,2001,2014,0,10,exclu
Q1368569,Tuomas Haapala,tuomas haapala,Finlande,Finlande,milieu de terrain,6,0,11,PL,2000,2010,0,11,exclu
Q1368699,Kevin Bobson,kevin bobson,Royaume des Pays-Bas,Royaume des Pays-Bas,milieu excentré,7,18,12,LIGA,1998,2009,0,14,legende
Q1369162,Thordur Gudjonsson,thordur gudjonsson,Islande,Islande,milieu de terrain,8,62,10,BUN / LIGA / PL,1990,2008,0,16,legende
Q1369419,Neil Alexander,neil alexander,Écosse,Royaume-Uni,gardien de but,7,0,18,PL,1996,2014,0,18,exclu
Q1369609,Yuriy Maksymov,yuriy maksymov,Ukraine,Ukraine / Union soviétique,milieu de terrain,9,34,14,BUN,1989,2005,0,17,legende
Q1369619,Sébastien Hamel,sebastien hamel,France,France,gardien de but,7,29,10,L1,1993,2009,0,13,legende
Q1369762,Olivier Thomert,olivier thomert,Martinique,France,attaquant,5,215,11,L1 / LIGA,1999,2013,0,32,legende
Q1370377,Leonardo Pisculichi,leonardo pisculichi,Argentine,Argentine,attaquant,6,130,17,L1 / LIGA,2002,2024,90,48,difficile
Q1370411,Neil Kilkenny,neil kilkenny,Australie,Australie,milieu de terrain,5,20,16,PL,2004,2014,0,18,legende
Q1370451,Kyel Reid,kyel reid,Royaume-Uni,Royaume-Uni,milieu excentré,9,6,11,PL,2004,2014,0,12,exclu
Q1370602,Marcin Mięciel,marcin mieciel,Pologne,Pologne,attaquant,9,55,10,BUN,1994,2012,0,16,legende
Q1370869,Gabriel Rodrigues dos Santos,gabriel rodrigues dos santos,Brésil,Brésil,défenseur,9,17,14,LIGA,2001,2013,0,16,legende
Q1371105,Alessandro Grandoni,alessandro grandoni,Italie,Italie,défenseur central,8,180,13,SA,1994,2010,0,31,legende
Q1371128,Sixto Peralta,sixto peralta,Argentine / Italie,Argentine / Italie,milieu de terrain,11,24,12,PL / SA,1996,2014,0,14,legende
Q1371205,Steffen Korell,steffen korell,Allemagne,Allemagne,défenseur,3,79,4,BUN,1990,2004,0,12,legende
Q1371368,Leonídas Kampántais,leonidas kampantais,Grèce,Grèce,attaquant,7,8,7,BUN,2002,2014,0,8,exclu
Q1371533,Etien Velikonja,etien velikonja,Slovénie,Slovénie,attaquant,5,2,14,PL,2006,2015,0,14,exclu
Q1371567,Julio Álvarez Mosquera,julio alvarez mosquera,Venezuela,Espagne / Venezuela,milieu de terrain,12,119,14,LIGA,1997,2018,0,26,legende
Q1371951,Thomas Birk,thomas birk,Allemagne,Allemagne,défenseur,4,29,4,BUN,2007,2014,0,7,legende
Q1371965,Fernando Vega,fernando vega,Espagne,Espagne,arrière latéral,5,69,14,LIGA,2003,2015,0,21,legende
Q1372018,Guillermo Pereyra,guillermo pereyra,Argentine,Argentine,milieu de terrain,7,121,14,LIGA,1998,2012,0,26,legende
Q1372468,Gladstone,gladstone,Brésil,Brésil,défenseur,14,0,13,SA,2003,2015,0,13,exclu
Q1372491,Gabriel Mercado,gabriel mercado,Argentine,Argentine,défenseur central,6,78,43,LIGA,2006,2021,78,66,difficile
Q1372644,Vitolo,vitolo,Espagne,Espagne,milieu de terrain,9,83,16,LIGA,2001,2019,0,24,legende
Q1372810,Simone Loria,simone loria,Italie,Italie,défenseur,13,172,12,SA,1995,2013,15,32,legende
Q1372912,Nicolás Esteban Medina Ríos,nicolas esteban medina rios,Chili,Chili,attaquant,9,0,10,LIGA,2006,2013,0,10,exclu
Q1373108,Tomáš Košický,tomas kosicky,Slovaquie,Slovaquie,gardien de but,4,9,18,SA,2005,2014,0,19,exclu
Q1373206,Mathieu Berson,mathieu berson,France,France,milieu de terrain,6,238,15,L1 / LIGA / PL,1999,2013,0,39,legende
Q1373505,Matej Krajčík,matej krajcik,Slovaquie,Slovaquie,défenseur,9,6,9,SA,1996,2013,0,10,exclu
Q1373708,Joris Van Hout,joris van hout,Belgique,Belgique,attaquant,6,88,9,BUN,1993,2014,0,18,legende
Q1373711,Rachid Bouaouzan,rachid bouaouzan,Royaume des Pays-Bas,Royaume des Pays-Bas,attaquant / milieu excentré,4,0,13,PL,2003,2013,0,13,exclu
Q1373974,Thierry Doubaï,thierry doubai,Côte d'Ivoire,Côte d'Ivoire,milieu de terrain,5,49,11,L1 / SA,2007,2015,0,16,legende
Q1374070,Pedro López Muñoz,pedro lopez munoz,Espagne,Espagne,arrière latéral,5,104,16,LIGA,2002,2011,0,26,legende
Q1374216,Leon Britton,leon britton,Royaume-Uni,Royaume-Uni,milieu de terrain,3,0,29,PL,1999,2011,0,29,exclu
Q1374510,Ignacio Pérez Santamaría,ignacio perez santamaria,Espagne,Espagne,milieu de terrain,6,227,18,LIGA,1999,2014,0,41,legende
Q1374538,Jonathan Brison,jonathan brison,France,France,milieu de terrain,2,169,14,L1,2002,2012,0,31,legende
Q1375418,João Tomás,joao tomas,Portugal,Portugal,attaquant,12,32,11,LIGA,1995,2013,0,14,legende
Q1376089,Ranisav Jovanović,ranisav jovanovic,Allemagne,Allemagne,attaquant,8,43,6,BUN,2000,2013,0,10,legende
Q1376902,Sebastián Taborda,sebastian taborda,Uruguay,Uruguay,attaquant,9,41,12,LIGA,2000,2015,0,16,legende
Q1376912,Alfonso De Lucia,alfonso de lucia,Italie,Italie,gardien de but,5,54,11,SA,2002,2015,0,16,legende
Q1377299,Jaime Sánchez Fernández,jaime sanchez fernandez,Espagne,Espagne,milieu de terrain,10,123,16,BUN / LIGA,1991,2006,0,28,legende
Q1377348,Juan-Pablo Francia,juanpablo francia,Argentine / Italie,Argentine / Italie,attaquant,3,82,11,L1,2000,2015,82,36,legende
Q1377528,Olivier Veigneau,olivier veigneau,France,France,arrière latéral,5,78,16,L1,2003,2015,0,24,legende
Q1377766,Fábio dos Santos Barbosa,fabio dos santos barbosa,Brésil,Brésil,milieu de terrain,9,22,12,L1,1999,2010,22,19,legende
Q1377804,Johan Walem,johan walem,Belgique,Belgique,milieu de terrain,6,24,23,SA,1987,2005,0,25,legende
Q1377839,Albert Serrán,albert serran,Espagne,Espagne,défenseur,12,3,10,LIGA,2002,2020,0,10,exclu
Q1377931,Fernando Sales,fernando sales,Espagne,Espagne,milieu de terrain,10,159,12,LIGA,1996,2015,28,34,legende
Q1378148,Félix Dja Ettien,felix dja ettien,Côte d'Ivoire,Côte d'Ivoire,milieu de terrain,2,83,12,LIGA,1997,2011,0,20,legende
Q1378341,José Jesús Perera,jose jesus perera,Espagne,Espagne,attaquant,8,86,11,LIGA,2001,2014,0,20,legende
Q1378371,Alessandro Florenzi,alessandro florenzi,Italie,Italie,milieu de terrain,5,322,54,L1 / LIGA / SA,2011,2025,322,151,moyen
Q1378495,Predrag Ocokoljić,predrag ocokoljic,Serbie-et-Monténégro,République fédérale de Yougoslavie / Serbie / Serbie-et-Monténégro,défenseur,9,36,11,L1,1997,2011,0,15,legende
Q1378703,Manuel Dos Santos,manuel dos santos,France,France,défenseur,6,206,13,L1,1995,2010,138,61,difficile
Q1378770,Hakan Ünsal,hakan unsal,Turquie,Turquie,défenseur,4,16,23,PL,1993,2006,0,25,legende
Q1378799,Federico Giunti,federico giunti,Italie,Italie,milieu de terrain,9,141,17,SA,1987,2008,54,42,legende
Q1379017,Joakim Persson,joakim persson,Suède,Suède,milieu de terrain,7,84,10,BUN,1992,2010,0,18,legende
Q1379036,Ángel Manuel Vivar Dorado,angel manuel vivar dorado,Espagne,Espagne,milieu de terrain,7,361,10,LIGA,1992,2010,0,46,difficile
Q1379087,José Luis Sánchez Capdevila,jose luis sanchez capdevila,Espagne,Espagne,milieu de terrain,10,28,11,LIGA,2000,2013,0,14,legende
Q1379100,Arílson,arilson,Brésil,Brésil,milieu de terrain,20,5,10,LIGA,1989,2009,0,10,exclu
Q1379134,Jofre Mateu,jofre mateu,Espagne,Espagne,milieu de terrain,12,71,13,LIGA,1997,2014,2,20,legende
Q1379592,José María Calvo,jose maria calvo,Argentine,Argentine,arrière latéral,3,33,11,LIGA,2000,2011,0,14,legende
Q1379618,Poli,poli,Espagne,Espagne,arrière latéral,4,151,11,LIGA,1997,2011,0,26,legende
Q1380520,Roberto de Souza Rezende,roberto de souza rezende,Brésil,Brésil,milieu de terrain,7,6,12,LIGA,2003,2012,0,13,exclu
Q1380749,Matt Oakley,matt oakley,Royaume-Uni,Royaume-Uni,milieu de terrain,4,158,17,PL,1994,2012,0,33,legende
Q1380792,Richard Porta,richard porta,Australie / Uruguay,Australie / Uruguay,attaquant,10,1,13,SA,2001,2015,0,13,exclu
Q1380874,Álvaro González,alvaro gonzalez,Uruguay,Uruguay,milieu excentré,6,117,35,SA,2003,2016,113,69,difficile
Q1380941,Mauro Óbolo,mauro obolo,Argentine,Argentine,attaquant,9,7,8,SA,1999,2014,0,9,exclu
Q1381211,Gari Uranga,gari uranga,Espagne,Espagne,milieu excentré,5,104,11,LIGA,2000,2010,0,21,legende
Q1381284,Iñaki Descarga,inaki descarga,Espagne,Espagne,défenseur,6,85,11,LIGA,1994,2011,0,20,legende
Q1381315,Alberto López Fernández,alberto lopez fernandez,Espagne,Espagne,gardien de but,4,223,13,LIGA,1987,2009,0,35,legende
Q1381377,José Izquierdo,jose izquierdo,Espagne,Espagne,défenseur,4,108,10,LIGA,2001,2012,0,21,legende
Q1381458,Mirosław Trzeciak,miroslaw trzeciak,Pologne,Pologne,attaquant,6,23,15,LIGA,1988,2003,0,17,legende
Q1381461,Evangelos Nessos,evangelos nessos,Allemagne,Allemagne,défenseur,2,70,3,BUN,1999,2009,0,10,legende
Q1381499,José Moratón Taeño,jose moraton taeno,Espagne,Espagne,défenseur,2,157,9,LIGA,1998,2011,0,25,legende
Q1381817,Olivier Tébily,olivier tebily,Côte d'Ivoire,Côte d'Ivoire / France,défenseur,6,69,9,PL,1993,2008,0,16,legende
Q1382753,Jovan Kirovski,jovan kirovski,États-Unis,États-Unis,attaquant,9,28,16,BUN / PL,1993,2011,5,20,legende
Q1382910,Serge Branco,serge branco,Cameroun,Cameroun,défenseur,13,17,15,BUN / PL,1995,2013,0,17,legende
Q1383300,Alexander Vencel,alexander vencel,Slovaquie,France / Slovaquie / Tchécoslovaquie,gardien de but,4,68,15,L1,1985,2005,0,22,legende
Q1383449,Wellington Luís de Sousa,wellington luis de sousa,Brésil,Brésil,attaquant,13,19,23,BUN,2007,2015,0,25,legende
Q1383459,Piotr Reiss,piotr reiss,Pologne,Pologne,attaquant,6,33,11,BUN,1990,2013,0,14,legende
Q1383519,Francis Bugri,francis bugri,Allemagne,Allemagne,milieu de terrain,10,4,5,BUN,1998,2014,4,6,exclu
Q1383750,Vincent Hognon,vincent hognon,France,France,défenseur / défenseur central,3,152,12,L1,1993,2009,0,27,legende
Q1383907,Shaun Goater,shaun goater,Bermudes,Royaume-Uni,attaquant,10,74,19,PL,1989,2010,74,41,legende
Q1384243,Lukáš Jarolím,lukas jarolim,Tchéquie,Tchéquie,milieu de terrain,9,76,10,L1 / SA,1994,2013,0,18,legende
Q1384502,Filip Trojan,filip trojan,Tchéquie,Tchéquie,milieu de terrain,6,61,12,BUN,1999,2014,11,20,legende
Q1384568,Kewullay Conteh,kewullay conteh,Sierra Leone,Sierra Leone,défenseur,10,58,12,SA,1995,2014,0,18,legende
Q1384627,Jonathan Lacourt,jonathan lacourt,France,France,milieu de terrain,8,73,10,L1,2005,2014,0,17,legende
Q1384696,Valerio Virga,valerio virga,Italie,Italie,milieu de terrain,11,11,10,SA,2004,2015,11,13,legende
Q1384718,Savo Pavićević,savo pavicevic,Monténégro,Monténégro,défenseur,11,24,11,BUN,1996,2014,0,13,legende
Q1384758,Mehdi Ben Slimane,mehdi ben slimane,Tunisie,Tunisie,attaquant,7,24,20,BUN,1994,2003,0,22,legende
Q1384815,Heath Pearce,heath pearce,États-Unis,États-Unis,arrière latéral,7,16,15,BUN,2005,2015,0,17,legende
Q1384836,Sebastian Svärd,sebastian svard,Royaume de Danemark,Royaume de Danemark,milieu de terrain,14,32,12,BUN / PL,2000,2015,0,15,legende
Q1385211,Petar Houbtchev,petar houbtchev,Bulgarie,Bulgarie,défenseur,4,43,14,BUN,1981,2001,0,18,legende
Q1385547,John Oster,john oster,Pays de Galles,Royaume-Uni,milieu excentré,11,96,12,PL,1994,2015,0,22,legende
Q1386177,Richard Hughes,richard hughes,Écosse,Royaume-Uni,milieu de terrain,3,102,12,PL,1998,2014,0,22,legende
Q1386719,José Ignacio Zahínos,jose ignacio zahinos,Espagne,Espagne,milieu de terrain,7,25,11,LIGA,1999,2009,14,16,legende
Q1386721,Radek Petr,radek petr,Tchéquie,Tchéquie,gardien de but,7,0,11,SA,2006,2014,0,11,exclu
Q1386748,John Welsh,john welsh,Royaume-Uni,Royaume-Uni,milieu de terrain,8,14,13,PL,2001,2019,4,15,legende
Q1386844,Axel Konan,axel konan,Côte d'Ivoire,Côte d'Ivoire,attaquant,4,90,9,SA,2000,2013,0,18,legende
Q1387139,Ryan Smith,ryan smith,Royaume-Uni,Royaume-Uni,milieu de terrain,9,0,12,PL,2003,2013,0,12,exclu
Q1388079,Gérald Cid,gerald cid,France,France,défenseur central,4,49,10,L1 / PL,2003,2010,0,15,legende
Q1388327,Pedro Miguel Cardoso Monteiro,pedro miguel cardoso monteiro,Cap-Vert,Cap-Vert / Portugal,défenseur,11,12,9,PL,1996,2013,0,10,legende
Q1388415,Stephen Pearson,stephen pearson,Écosse,Royaume-Uni,milieu de terrain,7,25,13,PL,2000,2016,0,16,legende
Q1388586,Alan O'Brien,alan obrien,République d'Irlande,Irlande,milieu excentré,7,5,10,PL,2004,2012,0,10,exclu
Q1388599,Sergio Matabuena,sergio matabuena,Espagne,Espagne,milieu de terrain,5,136,10,LIGA,1998,2012,0,24,legende
Q1388655,Iago Bouzón,iago bouzon,Espagne,Espagne,défenseur,7,95,13,LIGA,1999,2015,0,22,legende
Q1388915,Pascal Nouma,pascal nouma,France,France,attaquant,9,34,15,L1,1988,2023,11,21,legende
Q1389130,Alain Masudi,alain masudi,République démocratique du Congo,France / République démocratique du Congo,milieu de terrain,17,8,14,L1,1997,2015,0,15,exclu
Q1389175,Fílippos Dárlas,filippos darlas,Grèce,Grèce,arrière latéral,11,3,10,L1,1999,2015,0,10,exclu
Q1389451,Karsten Bäron,karsten baron,Allemagne,Allemagne,attaquant,3,16,6,BUN,1991,2000,0,8,legende
Q1389599,Leon Benko,leon benko,Croatie,Croatie,attaquant,9,10,21,BUN,2003,2014,0,22,legende
Q1389978,Peter Skov-Jensen,peter skovjensen,Danemark,Royaume de Danemark,gardien de but,5,14,13,BUN,1990,2008,0,14,legende
Q1390064,Tommy Bechmann,tommy bechmann,Royaume de Danemark,Royaume de Danemark,attaquant,5,94,9,BUN,2000,2011,0,18,legende
Q1390201,Fabian Aupperle,fabian aupperle,Allemagne,Allemagne,défenseur,6,26,4,BUN,2003,2015,0,7,legende
Q1390209,Fabian Baumgärtel,fabian baumgartel,Allemagne,Allemagne,arrière latéral,4,0,5,BUN,2008,2013,0,5,exclu
Q1390255,Fabian Holland,fabian holland,Allemagne,Allemagne,milieu de terrain,3,15,17,BUN,2008,2015,0,18,legende
Q1390279,Fabian Liesenfeld,fabian liesenfeld,Allemagne,Allemagne,milieu de terrain,5,0,1,BUN,2004,2013,0,1,exclu
Q1390287,Fabian Montabell,fabian montabell,Allemagne,Allemagne,attaquant,5,6,4,BUN,2003,2014,0,5,exclu
Q1390411,Fabien Laurenti,fabien laurenti,France,France,défenseur,6,123,10,L1,2002,2012,0,22,legende
Q1390744,Piotr Włodarczyk,piotr wlodarczyk,Pologne,Pologne,attaquant,10,7,9,L1,1993,2012,0,10,exclu
Q1390921,Fabrício Silva Dornellas,fabricio silva dornellas,Brésil,Brésil,défenseur,12,6,13,BUN,2008,2015,0,14,exclu
Q1391784,Facundo Hernán Quiroga,facundo hernan quiroga,Argentine,Argentine,défenseur central,7,132,14,BUN / SA,1997,2013,42,36,legende
Q1392235,Anthony Lopes,anthony lopes,Portugal,Portugal,gardien de but,3,423,41,L1,2012,2026,378,159,moyen
Q1392512,Mariusz Stępiński,mariusz stepinski,Pologne,Pologne,attaquant,4,0,27,BUN,2011,2015,0,27,exclu
Q1392781,Éric Bauthéac,eric bautheac,France,France,milieu de terrain,4,132,16,L1,2007,2015,0,29,legende
Q1392925,Ryan Mendes da Graça,ryan mendes da graca,Cap-Vert / France,Cap-Vert / France,milieu excentré,3,68,34,L1,2008,2015,47,50,difficile
Q1393010,Vladan Grujić,vladan grujic,Bosnie-Herzégovine,Bosnie-Herzégovine,milieu de terrain,12,6,10,BUN,1998,2016,0,11,exclu
Q1393099,Luis Pedro Cavanda,luis pedro cavanda,Angola / Belgique / République démocratique du Congo,Angola / Belgique / République démocratique du Congo,arrière latéral,4,53,21,SA,2010,2015,53,37,legende
Q1393834,Stéphane Pignol,stephane pignol,France,France,défenseur,7,62,11,LIGA,1996,2013,0,17,legende
Q1394027,Thomas Rathgeber,thomas rathgeber,Allemagne,Allemagne,attaquant,8,7,4,BUN,2005,2014,0,5,exclu
Q1394429,Jonathan Blondel,jonathan blondel,Belgique,Belgique,milieu de terrain,4,2,15,PL,2001,2015,2,16,exclu
Q1394607,Gerard Autet Serrabasa,gerard autet serrabasa,Espagne,Espagne,défenseur,5,45,11,LIGA,1997,2012,0,16,legende
Q1395096,Jonas Kamper,jonas kamper,Danemark,Royaume de Danemark,milieu excentré,4,64,11,BUN,2002,2015,0,17,legende
Q1395477,Frédéric Thomas,frederic thomas,France,France,milieu de terrain,3,111,10,L1,2001,2013,0,21,legende
