player,playerLabel,natLabel,posLabel,sitelinks
http://www.wikidata.org/entity/Q10543,Tommy Mooney,Royaume-Uni,attaquant,6
http://www.wikidata.org/entity/Q10548,Nigel Gibbs,Royaume-Uni,arrière latéral,9
http://www.wikidata.org/entity/Q10572,Adrian Mariappa,Royaume-Uni,arrière latéral,27
http://www.wikidata.org/entity/Q10594,Alec Chamberlain,Royaume-Uni,gardien de but,13
http://www.wikidata.org/entity/Q10603,Marvin Sordell,Royaume-Uni,attaquant,20
http://www.wikidata.org/entity/Q10606,Lloyd Doyley,Royaume-Uni,arrière latéral,14
http://www.wikidata.org/entity/Q10606,Lloyd Doyley,Jamaïque,arrière latéral,14
http://www.wikidata.org/entity/Q10732,Daniel Pudil,Tchéquie,milieu excentré,31
http://www.wikidata.org/entity/Q10761,Connor Smith,Irlande,milieu de terrain,7
http://www.wikidata.org/entity/Q10781,Geoffrey Mujangi Bia,Belgique,milieu de terrain,14
http://www.wikidata.org/entity/Q10781,Geoffrey Mujangi Bia,République démocratique du Congo,milieu de terrain,14
http://www.wikidata.org/entity/Q10781,Geoffrey Mujangi Bia,Zaïre,milieu de terrain,14
http://www.wikidata.org/entity/Q11931,Tim Matavž,Slovénie,attaquant,32
http://www.wikidata.org/entity/Q15772,Markus Weinzierl,Allemagne,défenseur,23
http://www.wikidata.org/entity/Q19350,Karl Henry,Royaume-Uni,milieu de terrain,23
http://www.wikidata.org/entity/Q26276,Klemen Lavrič,Slovénie,attaquant,44
http://www.wikidata.org/entity/Q27508,Lucas Wilchez,Argentine,milieu de terrain,12
http://www.wikidata.org/entity/Q27508,Lucas Wilchez,Argentine,milieu excentré,12
http://www.wikidata.org/entity/Q27516,Féthi Harek,Algérie,défenseur,11
http://www.wikidata.org/entity/Q27517,Yassin El-Azzouzi,France,attaquant,12
http://www.wikidata.org/entity/Q27531,Lluís Sastre,Espagne,milieu de terrain,16
http://www.wikidata.org/entity/Q27572,Patrick Ebert,Allemagne,milieu de terrain,28
http://www.wikidata.org/entity/Q27572,Patrick Ebert,République démocratique allemande,milieu de terrain,28
http://www.wikidata.org/entity/Q27572,Patrick Ebert,Allemagne,milieu excentré,28
http://www.wikidata.org/entity/Q27572,Patrick Ebert,République démocratique allemande,milieu excentré,28
http://www.wikidata.org/entity/Q27680,Ivan Obradović,Serbie,arrière latéral,33
http://www.wikidata.org/entity/Q27705,Javier Álamo Cruz,Espagne,milieu de terrain,12
http://www.wikidata.org/entity/Q27705,Javier Álamo Cruz,Espagne,milieu excentré,12
http://www.wikidata.org/entity/Q27719,Stefan Babović,Serbie,milieu de terrain,22
http://www.wikidata.org/entity/Q27719,Stefan Babović,Serbie-et-Monténégro,milieu de terrain,22
http://www.wikidata.org/entity/Q27739,Oumar Sissoko,France,gardien de but,17
http://www.wikidata.org/entity/Q27739,Oumar Sissoko,Mali,gardien de but,17
http://www.wikidata.org/entity/Q27744,Ádám Pintér,Hongrie,milieu de terrain,30
http://www.wikidata.org/entity/Q27754,Eduard Oriol,Espagne,attaquant,16
http://www.wikidata.org/entity/Q27754,Eduard Oriol,Espagne,milieu excentré,16
http://www.wikidata.org/entity/Q27756,Raúl Goni,Espagne,défenseur,14
http://www.wikidata.org/entity/Q27768,Felipe Saad,Brésil,défenseur,14
http://www.wikidata.org/entity/Q27777,Álvaro Rubio,Espagne,milieu de terrain,15
http://www.wikidata.org/entity/Q27791,François Marque,France,défenseur,13
http://www.wikidata.org/entity/Q27795,Macedo Novaes,France,gardien de but,12
http://www.wikidata.org/entity/Q27795,Macedo Novaes,Brésil,gardien de but,12
