player,playerLabel,natLabel,posLabel,sitelinks
http://www.wikidata.org/entity/Q56809102,Sergej Grubac,Chypre,attaquant,2
http://www.wikidata.org/entity/Q56809102,Sergej Grubac,Monténégro,attaquant,2
http://www.wikidata.org/entity/Q56868110,Mickaël Panos,France,arrière latéral,3
http://www.wikidata.org/entity/Q58303188,Q58303188,Égypte,ailier droit,28
http://www.wikidata.org/entity/Q58303188,Q58303188,France,ailier droit,28
http://www.wikidata.org/entity/Q60050076,Yassine Benrahou,France,milieu de terrain,13
http://www.wikidata.org/entity/Q60050076,Yassine Benrahou,Maroc,milieu de terrain,13
http://www.wikidata.org/entity/Q60842120,Gonzalo Plata,Équateur,milieu de terrain,34
http://www.wikidata.org/entity/Q60842120,Gonzalo Plata,Équateur,attaquant,34
http://www.wikidata.org/entity/Q61964665,Andrei Răuță,Roumanie,défenseur,2
http://www.wikidata.org/entity/Q62071892,Sofian El Moudane,France,milieu de terrain,8
http://www.wikidata.org/entity/Q62071892,Sofian El Moudane,Maroc,milieu de terrain,8
http://www.wikidata.org/entity/Q62721946,Wajdi Kechrida,Tunisie,milieu de terrain,17
http://www.wikidata.org/entity/Q63134977,Herman Moussaki,France,attaquant,2
http://www.wikidata.org/entity/Q64747242,Sergi Cardona,Espagne,défenseur,13
http://www.wikidata.org/entity/Q65029821,Wesley Fofana,France,défenseur central,39
http://www.wikidata.org/entity/Q65114196,Lineth Cedeño,Panama,attaquant,8
http://www.wikidata.org/entity/Q65154083,Bruno Amione,Argentine,défenseur,15
http://www.wikidata.org/entity/Q65378670,Jhon Arias,Colombie,milieu de terrain,28
http://www.wikidata.org/entity/Q66104786,Dennis Politic,Roumanie,ailier,6
http://www.wikidata.org/entity/Q66363768,Nathanaël Mbuku,France,attaquant,25
http://www.wikidata.org/entity/Q66363768,Nathanaël Mbuku,République démocratique du Congo,attaquant,25
http://www.wikidata.org/entity/Q66382834,Sergio Benito,Espagne,attaquant,4
http://www.wikidata.org/entity/Q66424667,Bryan Soumaré,France,milieu de terrain,6
http://www.wikidata.org/entity/Q66432208,Josué Homawoo,France,milieu de terrain,8
