player,playerLabel,natLabel,posLabel,sitelinks
http://www.wikidata.org/entity/Q6516766,Paul Boertien,Royaume-Uni,défenseur,7
http://www.wikidata.org/entity/Q6516766,Paul Boertien,Royaume-Uni,arrière latéral,7
http://www.wikidata.org/entity/Q6518876,Lehit Zeghdane,France,défenseur,3
http://www.wikidata.org/entity/Q6519601,Leigh Hinds,Royaume-Uni,attaquant,3
http://www.wikidata.org/entity/Q6524791,Leon McSweeney,Irlande,défenseur,3
http://www.wikidata.org/entity/Q6525928,Leonardo Blanchard,Italie,défenseur central,6
http://www.wikidata.org/entity/Q6525928,Leonardo Blanchard,Italie,défenseur,6
http://www.wikidata.org/entity/Q6526040,Leonardo Moracci,Italie,défenseur,3
http://www.wikidata.org/entity/Q6526059,Leonardo Pereira de Oliveira,Brésil,milieu de terrain,3
http://www.wikidata.org/entity/Q6526060,Leonardo Perez,Italie,attaquant,5
http://www.wikidata.org/entity/Q6530040,Les Thompson,Royaume-Uni,milieu excentré,3
http://www.wikidata.org/entity/Q6530495,Rob Lainton,Royaume-Uni,gardien de but,4
http://www.wikidata.org/entity/Q6536714,Lewis Hunt,Royaume-Uni,défenseur,4
http://www.wikidata.org/entity/Q6536892,Lewis Montrose,Royaume-Uni,milieu de terrain,5
http://www.wikidata.org/entity/Q6552699,Lindsay Elston,États-Unis,milieu de terrain,7
http://www.wikidata.org/entity/Q6555882,Lionnel Franck Djimgou,Cameroun,attaquant,4
http://www.wikidata.org/entity/Q6572982,Mats Møller Dæhli,Norvège,milieu de terrain,21
http://www.wikidata.org/entity/Q6662544,Lloyd Kerry,Royaume-Uni,milieu de terrain,5
http://www.wikidata.org/entity/Q6686618,Louis Almond,Royaume-Uni,attaquant,8
http://www.wikidata.org/entity/Q6687340,Louis Harris,Royaume-Uni,milieu de terrain,3
http://www.wikidata.org/entity/Q6695960,Luca Righini,Italie,milieu de terrain,3
http://www.wikidata.org/entity/Q6695972,Luca Simeoni,Italie,attaquant,4
http://www.wikidata.org/entity/Q6695978,Luca Spinetti,Italie,milieu excentré,3
http://www.wikidata.org/entity/Q6696154,Lucas Finazzi,Brésil,milieu de terrain,4
http://www.wikidata.org/entity/Q6696892,Luciano Velardi,Italie,milieu de terrain,4
http://www.wikidata.org/entity/Q6700103,Luigi Palumbo,Italie,défenseur,4
http://www.wikidata.org/entity/Q6700137,Luigi Sepe,Italie,gardien de but,19
http://www.wikidata.org/entity/Q6700410,Luis Carlos Martín,Espagne,milieu excentré,6
http://www.wikidata.org/entity/Q6701789,Luke Ashworth,Royaume-Uni,défenseur,6
http://www.wikidata.org/entity/Q6702046,Luke Hubbins,Royaume-Uni,milieu excentré,2
http://www.wikidata.org/entity/Q6702079,Luke Jones,Royaume-Uni,défenseur,4
http://www.wikidata.org/entity/Q6702082,Luke Joyce,Royaume-Uni,milieu de terrain,5
http://www.wikidata.org/entity/Q6702461,Luke Wilkinson,Royaume-Uni,défenseur,4
http://www.wikidata.org/entity/Q6710627,Lárus Sigurðsson,Islande,défenseur,7
http://www.wikidata.org/entity/Q6752708,Manuel Mancini,Italie,milieu de terrain,5
http://www.wikidata.org/entity/Q6755420,Marc Bridge-Wilkinson,Royaume-Uni,milieu de terrain,6
http://www.wikidata.org/entity/Q6755548,Marc Fernández Gracia,Espagne,milieu excentré,8
http://www.wikidata.org/entity/Q6757400,Marco Almeida,Portugal,défenseur,4
http://www.wikidata.org/entity/Q6757515,Marco Dalla Costa,Italie,attaquant,4
http://www.wikidata.org/entity/Q6757522,Marco Di Fatta,Italie,défenseur,3
http://www.wikidata.org/entity/Q6757549,Marco Gallozzi,Italie,milieu de terrain,4
http://www.wikidata.org/entity/Q6757614,Marco Martin,Italie,défenseur,4
http://www.wikidata.org/entity/Q6757873,Marcos Landeira,Espagne,milieu de terrain,6
http://www.wikidata.org/entity/Q6758308,Marcus Marshall,Royaume-Uni,attaquant,3
http://www.wikidata.org/entity/Q6758345,Marcus N'Ze,Ghana,arrière latéral,2
http://www.wikidata.org/entity/Q6758553,Marcus di Giuseppe,Brésil,attaquant,5
http://www.wikidata.org/entity/Q6764858,Mario Pacilli,Italie,attaquant,5
http://www.wikidata.org/entity/Q6766806,Mark Bower,Royaume-Uni,défenseur,6
http://www.wikidata.org/entity/Q6766851,Mark Briggs,Royaume-Uni,milieu de terrain,6
http://www.wikidata.org/entity/Q6767023,Mark Casey,Royaume-Uni,défenseur,3
http://www.wikidata.org/entity/Q6767307,Mark DeBolla,Royaume-Uni,attaquant,4
http://www.wikidata.org/entity/Q6767514,Mark Ellis,Royaume-Uni,défenseur,5
http://www.wikidata.org/entity/Q6768128,Mark Hudson,Royaume-Uni,milieu de terrain,6
http://www.wikidata.org/entity/Q6768389,Mark King,Royaume-Uni,milieu de terrain,3
http://www.wikidata.org/entity/Q6768779,Mark McChrystal,Royaume-Uni,défenseur,6
http://www.wikidata.org/entity/Q6768820,Mark McKeever,Irlande,milieu de terrain,3
http://www.wikidata.org/entity/Q6769426,Mark Ricketts,Royaume-Uni,défenseur,3
http://www.wikidata.org/entity/Q6769822,Mark Staunton,Royaume-Uni,défenseur,4
http://www.wikidata.org/entity/Q6769903,Mark Summerbell,Royaume-Uni,milieu de terrain,3
http://www.wikidata.org/entity/Q6770361,Mark Williams,Royaume-Uni,défenseur,10
http://www.wikidata.org/entity/Q6771919,Marlon Beresford,Royaume-Uni,gardien de but,7
http://www.wikidata.org/entity/Q6771958,Marlon Pack,Royaume-Uni,milieu de terrain,8
http://www.wikidata.org/entity/Q6775323,Martin Donnelly,Royaume-Uni,milieu de terrain,4
http://www.wikidata.org/entity/Q6775858,Martin Kavdanski,Bulgarie,défenseur,5
http://www.wikidata.org/entity/Q6778467,Marvin Robinson,Royaume-Uni,attaquant,3
http://www.wikidata.org/entity/Q6786992,Mathew Birley,Royaume-Uni,milieu de terrain,5
http://www.wikidata.org/entity/Q6788674,Matt Fry,Royaume-Uni,défenseur,5
http://www.wikidata.org/entity/Q6788756,Matt Hamshaw,Royaume-Uni,milieu de terrain,3
