player,club,clubLabel,apps,start,end
http://www.wikidata.org/entity/Q1404677,http://www.wikidata.org/entity/Q6651,Brescia Calcio,32.0,2014-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1404677,http://www.wikidata.org/entity/Q922698,équipe d'Italie espoirs de football,1.0,2006-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1404677,http://www.wikidata.org/entity/Q1457,UC Sampdoria,15.0,2011-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1404677,http://www.wikidata.org/entity/Q2037,Associazione Calcio ChievoVerona,96.0,2006-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1404986,http://www.wikidata.org/entity/Q3590703,équipe du Mali de football des moins de 20 ans,11.0,2003-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1404986,http://www.wikidata.org/entity/Q221525,FC Metz,,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1404986,http://www.wikidata.org/entity/Q284452,Al-Ahli Sports Club,3.0,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1404986,http://www.wikidata.org/entity/Q208585,Vitória Futebol Clube,1.0,2005-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1404986,http://www.wikidata.org/entity/Q482540,Seongnam Football Club,30.0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1404986,http://www.wikidata.org/entity/Q221525,FC Metz,11.0,2003-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1404986,http://www.wikidata.org/entity/Q1120838,Côme 1907,,2015-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1404986,http://www.wikidata.org/entity/Q275612,Budapest Honvéd,1.0,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1404986,http://www.wikidata.org/entity/Q814738,Beijing Guoan,13.0,2008-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1404986,http://www.wikidata.org/entity/Q4984057,Budapest Honvéd FC II,5.0,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z
