player,club,clubLabel,apps,start,end
http://www.wikidata.org/entity/Q5068315,http://www.wikidata.org/entity/Q192071,Football Club de Nantes,38.0,2010-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5068315,http://www.wikidata.org/entity/Q193377,Stade Malherbe Caen,2.0,2015-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5068315,http://www.wikidata.org/entity/Q497637,équipe des Comores de football,,2014-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5068315,http://www.wikidata.org/entity/Q791128,Aviron bayonnais football club,1.0,2011-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5068315,http://www.wikidata.org/entity/Q193377,Stade Malherbe Caen,,2015-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5084718,http://www.wikidata.org/entity/Q19634,Swindon Town Football Club,24.0,2005-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5084718,http://www.wikidata.org/entity/Q5322765,ECU Joondalup SC,,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5084718,http://www.wikidata.org/entity/Q48953,Wycombe Wanderers FC,4.0,2004-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5084718,http://www.wikidata.org/entity/Q48949,Rochdale AFC,0.0,2007-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5084718,http://www.wikidata.org/entity/Q625130,Grays Athletic Football Club,4.0,2006-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5084718,http://www.wikidata.org/entity/Q5121875,Cirencester Town F.C.,5.0,2011-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5084718,http://www.wikidata.org/entity/Q19451,Bolton Wanderers FC,0.0,2003-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5084718,http://www.wikidata.org/entity/Q2343389,Weston-super-Mare A.F.C.,31.0,2007-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5084718,http://www.wikidata.org/entity/Q5322765,ECU Joondalup SC,33.0,2012-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5085618,http://www.wikidata.org/entity/Q8835,RCD Majorque,1.0,2012-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5085618,http://www.wikidata.org/entity/Q914169,RCD Majorque B,55.0,2010-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5085618,http://www.wikidata.org/entity/Q2569964,UD Almería B,,2014-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5103394,http://www.wikidata.org/entity/Q19512,Football Club Sochaux-Montbéliard,0.0,2004-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5103394,http://www.wikidata.org/entity/Q482406,Football Club Séoul,0.0,2002-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5103394,http://www.wikidata.org/entity/Q482562,Incheon United Football Club,2.0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5103394,http://www.wikidata.org/entity/Q495929,équipe de Corée du Sud des moins de 20 ans de football,13.0,2003-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5103394,http://www.wikidata.org/entity/Q482617,Jeju SK Football Club,0.0,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5103394,http://www.wikidata.org/entity/Q495903,Cheonan City FC,,2011-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5103394,http://www.wikidata.org/entity/Q495903,Cheonan City FC,23.0,2009-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5105686,http://www.wikidata.org/entity/Q19498,Sheffield Wednesday FC,12.0,2005-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5105686,http://www.wikidata.org/entity/Q18486,Northwich Victoria Football Club,0.0,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5105686,http://www.wikidata.org/entity/Q18744,West Bromwich Albion,12.0,1997-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5105686,http://www.wikidata.org/entity/Q2936311,Solihull Borough F.C.,0.0,2005-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5105686,http://www.wikidata.org/entity/Q21061470,Ilkeston Town F.C.,32.0,2008-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5105686,http://www.wikidata.org/entity/Q18526,Stockport County FC,0.0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5105686,http://www.wikidata.org/entity/Q1571078,Halifax Town AFC,8.0,1999-01-01T00:00:00Z,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5105686,http://www.wikidata.org/entity/Q18522,Mansfield Town FC,2.0,1999-01-01T00:00:00Z,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5105686,http://www.wikidata.org/entity/Q1140076,IK Brage,,1999-01-01T00:00:00Z,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5105686,http://www.wikidata.org/entity/Q18516,Hereford United Football Club,1.0,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5105686,http://www.wikidata.org/entity/Q18474,Halesowen Town F.C.,1.0,2002-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q5105686,http://www.wikidata.org/entity/Q394452,St. Patrick's Athletic FC,66.0,2003-01-01T00:00:00Z,2005-01-01T00:00:00Z
