player,club,clubLabel,apps,start,end
http://www.wikidata.org/entity/Q2700168,http://www.wikidata.org/entity/Q18232,La Gantoise,17.0,2013-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2700168,http://www.wikidata.org/entity/Q193377,Stade Malherbe Caen,20.0,2014-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2700168,http://www.wikidata.org/entity/Q74030,Football Bourg-en-Bresse Péronnas 01,,2020-01-01T00:00:00Z,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2700689,http://www.wikidata.org/entity/Q48949,Rochdale AFC,3.0,2014-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2700689,http://www.wikidata.org/entity/Q190943,Wisła Cracovie,,2015-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2700689,http://www.wikidata.org/entity/Q19442,Barnsley Football Club,59.0,2012-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2700689,http://www.wikidata.org/entity/Q19470,Derby County FC,5.0,2010-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2700689,http://www.wikidata.org/entity/Q19470,Derby County FC,39.0,2010-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2700689,http://www.wikidata.org/entity/Q18750,Wigan Athletic FC,0.0,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2700689,http://www.wikidata.org/entity/Q1780231,équipe de Pologne espoirs de football,2.0,2006-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2700689,http://www.wikidata.org/entity/Q18729,Reading FC,4.0,2012-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2700689,http://www.wikidata.org/entity/Q19601,Oldham Athletic AFC,4.0,2006-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2700689,http://www.wikidata.org/entity/Q19449,Blackpool FC,6.0,2014-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2701555,http://www.wikidata.org/entity/Q19513,Montpellier Hérault SC,79.0,2002-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2701555,http://www.wikidata.org/entity/Q2701714,équipe de France de football des moins de 19 ans,,2003-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2701555,http://www.wikidata.org/entity/Q1450568,équipe de France de football des moins de 17 ans,,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2701555,http://www.wikidata.org/entity/Q3590033,équipe de France de football des moins de 16 ans,,2000-01-01T00:00:00Z,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2701555,http://www.wikidata.org/entity/Q1277549,équipe de France espoirs de football,,2004-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2702821,http://www.wikidata.org/entity/Q6767,US Livourne 1915,34.0,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2702821,http://www.wikidata.org/entity/Q657156,PAE Ergotelis Héraklion,26.0,2014-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2702821,http://www.wikidata.org/entity/Q957565,équipe de Grèce espoirs de football,8.0,2010-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2702821,http://www.wikidata.org/entity/Q201584,AEK Athènes FC,41.0,2006-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2702821,http://www.wikidata.org/entity/Q6641,SSC Bari,,2015-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2702821,http://www.wikidata.org/entity/Q1457,UC Sampdoria,5.0,2012-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2702821,http://www.wikidata.org/entity/Q2736715,équipe de Grèce de football des moins de 17 ans,6.0,2008-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2702821,http://www.wikidata.org/entity/Q2736735,équipe de Grèce de football des moins de 19 ans,13.0,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2702821,http://www.wikidata.org/entity/Q1277456,Panachaïkí,7.0,2007-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2702821,http://www.wikidata.org/entity/Q14156643,A.O.Nea Ionia F.C,0.0,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2702821,http://www.wikidata.org/entity/Q8615,Spezia Calcio,12.0,2013-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2702821,http://www.wikidata.org/entity/Q2736715,équipe de Grèce de football des moins de 17 ans,6.0,2006-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2703186,http://www.wikidata.org/entity/Q1246437,Real Madrid C,,2005-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2703186,http://www.wikidata.org/entity/Q72844,Al-Ettifaq Football Club,,2017-01-01T00:00:00Z,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2703186,http://www.wikidata.org/entity/Q128024,Club Bolívar,,2018-01-01T00:00:00Z,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2703186,http://www.wikidata.org/entity/Q824450,APO Levadiakos,10.0,2013-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2703186,http://www.wikidata.org/entity/Q128024,Club Bolívar,,2013-01-01T00:00:00Z,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2703186,http://www.wikidata.org/entity/Q847077,club sportif de l'île de San Fernando S.A.D,,2021-01-01T00:00:00Z,2023-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2703186,http://www.wikidata.org/entity/Q11963,Hércules Alicante,25.0,2011-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2703186,http://www.wikidata.org/entity/Q2298585,UD Marbella,,2020-01-01T00:00:00Z,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2703186,http://www.wikidata.org/entity/Q8835,RCD Majorque,1.0,2008-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2703186,http://www.wikidata.org/entity/Q10499,Córdoba CF,33.0,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2703186,http://www.wikidata.org/entity/Q576285,Albacete Balompié,29.0,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2703186,http://www.wikidata.org/entity/Q12217,Real Madrid Castilla,17.0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705560,http://www.wikidata.org/entity/Q641373,Gençlerbirliği SK,2.0,1997-01-01T00:00:00Z,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705560,http://www.wikidata.org/entity/Q1797544,Kızılcahamamspor,1.0,2011-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705560,http://www.wikidata.org/entity/Q495299,Galatasaray SK,32.0,2000-01-01T00:00:00Z,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705560,http://www.wikidata.org/entity/Q1797544,Kızılcahamamspor,11.0,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705560,http://www.wikidata.org/entity/Q19451,Bolton Wanderers FC,1.0,2002-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705560,http://www.wikidata.org/entity/Q1368064,Malatyaspor,56.0,2004-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705560,http://www.wikidata.org/entity/Q344328,İstanbulspor,9.0,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705560,http://www.wikidata.org/entity/Q424646,Akçaabat Sebatspor,,2003-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705560,http://www.wikidata.org/entity/Q641373,Gençlerbirliği SK,10.0,2003-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705560,http://www.wikidata.org/entity/Q303121,Yeni Malatyaspor,7.0,2011-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705560,http://www.wikidata.org/entity/Q384005,Türk Telekom Gençlik ve Spor Kulübü,,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705560,http://www.wikidata.org/entity/Q6041238,Yeni Salihlispor,27.0,1997-01-01T00:00:00Z,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705560,http://www.wikidata.org/entity/Q876568,MVV Maastricht,26.0,2008-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705560,http://www.wikidata.org/entity/Q643107,Denizlispor,16.0,1998-01-01T00:00:00Z,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705560,http://www.wikidata.org/entity/Q643107,Denizlispor,30.0,1999-01-01T00:00:00Z,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705560,http://www.wikidata.org/entity/Q1624749,équipe de Turquie espoirs de football,6.0,1999-01-01T00:00:00Z,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705563,http://www.wikidata.org/entity/Q214151,équipe du Venezuela de football,,2006-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2705563,http://www.wikidata.org/entity/Q270051,Athletic club ajaccien,46.0,2013-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705563,http://www.wikidata.org/entity/Q1074980,Club Olimpo,7.0,2012-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705563,http://www.wikidata.org/entity/Q1074980,Club Olimpo,,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705563,http://www.wikidata.org/entity/Q1191655,Deportivo Anzoátegui,79.0,2007-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705563,http://www.wikidata.org/entity/Q228839,Zulia Fútbol Club,12.0,2015-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705563,http://www.wikidata.org/entity/Q178378,Deportivo Táchira FC,14.0,2013-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705563,http://www.wikidata.org/entity/Q757422,Atlético Clube de Portugal,,2016-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2705563,http://www.wikidata.org/entity/Q1879895,Trujillanos Fútbol Club,74.0,2002-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705563,http://www.wikidata.org/entity/Q178378,Deportivo Táchira FC,28.0,2005-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705563,http://www.wikidata.org/entity/Q332863,Boyacá Chicó Fútbol Club,39.0,2010-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705675,http://www.wikidata.org/entity/Q655749,UD Vecindario,36.0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705675,http://www.wikidata.org/entity/Q741695,Deportivo Aragón,71.0,1998-01-01T00:00:00Z,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705675,http://www.wikidata.org/entity/Q2310295,équipe d'Espagne de football des moins de 17 ans,9.0,1997-01-01T00:00:00Z,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705675,http://www.wikidata.org/entity/Q3589784,équipe d'Espagne de football des moins de 18 ans,9.0,1998-01-01T00:00:00Z,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705675,http://www.wikidata.org/entity/Q741695,Deportivo Aragón,13.0,2004-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705675,http://www.wikidata.org/entity/Q12249,Recreativo de Huelva,31.0,2000-01-01T00:00:00Z,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705675,http://www.wikidata.org/entity/Q11971,SD Huesca,37.0,2006-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705675,http://www.wikidata.org/entity/Q867921,Livingston Football Club,30.0,2002-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705675,http://www.wikidata.org/entity/Q837218,UE Lleida,15.0,2006-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705675,http://www.wikidata.org/entity/Q10308,Real Saragosse,0.0,2000-01-01T00:00:00Z,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705675,http://www.wikidata.org/entity/Q3873503,équipe d'Espagne de football des moins de 16 ans,11.0,1996-01-01T00:00:00Z,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705675,http://www.wikidata.org/entity/Q11971,SD Huesca,,2008-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2705675,http://www.wikidata.org/entity/Q10308,Real Saragosse,5.0,2005-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2705675,http://www.wikidata.org/entity/Q12217,Real Madrid Castilla,34.0,2001-01-01T00:00:00Z,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2706952,http://www.wikidata.org/entity/Q2272209,équipe de Serbie espoirs de football,,2002-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2706952,http://www.wikidata.org/entity/Q18831,FK Ventspils,43.0,2007-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2706952,http://www.wikidata.org/entity/Q333838,Thonon Évian Grand Genève Football Club,2.0,2010-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2706952,http://www.wikidata.org/entity/Q189932,Dyskobolia Grodzisk,5.0,2005-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2706952,http://www.wikidata.org/entity/Q746764,FK Jagodina,25.0,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2706952,http://www.wikidata.org/entity/Q207501,FK Vojvodina Novi Sad,,1999-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2706952,http://www.wikidata.org/entity/Q690082,Urania Genève Sport,,2014-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2706952,http://www.wikidata.org/entity/Q333838,Thonon Évian Grand Genève Football Club,,2013-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2706952,http://www.wikidata.org/entity/Q326156,Tavria Simferopol,10.0,2005-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2706952,http://www.wikidata.org/entity/Q173009,Étoile rouge Belgrade,0.0,2014-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2710509,http://www.wikidata.org/entity/Q19598,Notts County FC,2.0,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2710509,http://www.wikidata.org/entity/Q48932,Cheltenham Town Football Club,158.0,2003-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2710509,http://www.wikidata.org/entity/Q1998181,équipe d'Irlande du Nord espoirs de football,11.0,2000-01-01T00:00:00Z,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2710509,http://www.wikidata.org/entity/Q190978,équipe d'Irlande du Nord de football,39.0,2001-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2710509,http://www.wikidata.org/entity/Q18747,West Ham United FC,4.0,1998-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2710509,http://www.wikidata.org/entity/Q19615,Scunthorpe United FC,102.0,2008-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2710509,http://www.wikidata.org/entity/Q19442,Barnsley Football Club,7.0,2006-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2710509,http://www.wikidata.org/entity/Q19442,Barnsley Football Club,34.0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2710509,http://www.wikidata.org/entity/Q19495,Peterborough United FC,128.0,2010-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2710509,http://www.wikidata.org/entity/Q244472,Linfield FC,5.0,2015-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2710509,http://www.wikidata.org/entity/Q867921,Livingston Football Club,4.0,1999-01-01T00:00:00Z,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2710509,http://www.wikidata.org/entity/Q48932,Cheltenham Town Football Club,8.0,2002-01-01T00:00:00Z,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2710509,http://www.wikidata.org/entity/Q48932,Cheltenham Town Football Club,30.0,2000-01-01T00:00:00Z,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713245,http://www.wikidata.org/entity/Q11945,Girona FC,13.0,2012-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713245,http://www.wikidata.org/entity/Q1039641,Logroñés CF,38.0,2005-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713245,http://www.wikidata.org/entity/Q852079,Burgos CF,41.0,2004-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713245,http://www.wikidata.org/entity/Q515516,SD Amorebieta,52.0,2014-01-01T00:00:00Z,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713245,http://www.wikidata.org/entity/Q611653,Fútbol Club Cartagena,44.0,2010-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713245,http://www.wikidata.org/entity/Q12158,Club Deportivo Numancia,55.0,2008-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713245,http://www.wikidata.org/entity/Q1648756,Club Deportivo Getxo,22.0,2016-01-01T00:00:00Z,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713245,http://www.wikidata.org/entity/Q515516,SD Amorebieta,,1998-01-01T00:00:00Z,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713245,http://www.wikidata.org/entity/Q794970,Athletic Bilbao B,66.0,2002-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713245,http://www.wikidata.org/entity/Q770740,SD Eibar,37.0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713245,http://www.wikidata.org/entity/Q933676,Gernika Club,25.0,2001-01-01T00:00:00Z,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713245,http://www.wikidata.org/entity/Q11997,Club Deportivo Mirandés,64.0,2012-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713245,http://www.wikidata.org/entity/Q852079,Burgos CF,40.0,2006-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713306,http://www.wikidata.org/entity/Q6133365,Sport Boys Warnes,,2016-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2713306,http://www.wikidata.org/entity/Q44296,Tchornomorets Odessa,8.0,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713306,http://www.wikidata.org/entity/Q193386,équipe de Bolivie de football,2.0,2007-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713306,http://www.wikidata.org/entity/Q128045,Universitario de Sucre,41.0,2013-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713306,http://www.wikidata.org/entity/Q12308,Xerez CD,19.0,2007-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713306,http://www.wikidata.org/entity/Q128048,Real Mamoré,11.0,2011-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713306,http://www.wikidata.org/entity/Q127945,La Paz FC,26.0,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713306,http://www.wikidata.org/entity/Q80921,Club Atlético San Martín,24.0,2014-01-01T00:00:00Z,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713306,http://www.wikidata.org/entity/Q5202316,Cádiz CF B,10.0,2006-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713306,http://www.wikidata.org/entity/Q94571,Club Blooming,17.0,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2713306,http://www.wikidata.org/entity/Q2569964,UD Almería B,8.0,2008-01-01T00:00:00Z,2009-01-01T00:00:00Z
