player,club,clubLabel,apps,start,end
http://www.wikidata.org/entity/Q941874,http://www.wikidata.org/entity/Q3375671,Persebaya Surabaya,12.0,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q941874,http://www.wikidata.org/entity/Q642408,Rapids du Colorado,33.0,2005-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q941874,http://www.wikidata.org/entity/Q499616,Club Nacional,10.0,2004-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q941874,http://www.wikidata.org/entity/Q11979,Unión Deportiva Las Palmas,11.0,2002-01-01T00:00:00Z,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q941874,http://www.wikidata.org/entity/Q1024343,Club Social y Deportivo Villa Española,28.0,2002-01-01T00:00:00Z,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q941874,http://www.wikidata.org/entity/Q371136,Futebol Clube Paços de Ferreira,,2003-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q942509,http://www.wikidata.org/entity/Q101859,VfL Wolfsburg,8.0,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q942509,http://www.wikidata.org/entity/Q2660379,équipe de Macédoine espoirs de football,13.0,2010-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q942509,http://www.wikidata.org/entity/Q6723101,équipe de Macédoine de football des moins de 17 ans,,2006-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q942509,http://www.wikidata.org/entity/Q1129387,Klubit Futbollistik Shkëndija,,2015-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q942509,http://www.wikidata.org/entity/Q211906,Brøndby IF,37.0,2013-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q942509,http://www.wikidata.org/entity/Q188568,équipe de Macédoine du Nord de football,,2010-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q942509,http://www.wikidata.org/entity/Q1129387,Klubit Futbollistik Shkëndija,44.0,2008-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944366,http://www.wikidata.org/entity/Q19442,Barnsley Football Club,23.0,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944366,http://www.wikidata.org/entity/Q19500,Wolverhampton Wanderers F.C.,15.0,2008-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944366,http://www.wikidata.org/entity/Q19449,Blackpool FC,4.0,2011-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944366,http://www.wikidata.org/entity/Q19612,Preston North End FC,105.0,2005-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944366,http://www.wikidata.org/entity/Q19456,Bristol City Football Club,203.0,1998-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944366,http://www.wikidata.org/entity/Q18723,QP Rangers,16.0,2010-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944366,http://www.wikidata.org/entity/Q19607,Sheffield United FC,12.0,2012-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944366,http://www.wikidata.org/entity/Q19637,Tranmere Rovers FC,,2014-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q944366,http://www.wikidata.org/entity/Q19607,Sheffield United FC,66.0,2012-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944580,http://www.wikidata.org/entity/Q513237,Kocaelispor,8.0,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944580,http://www.wikidata.org/entity/Q209619,OFK Belgrade,34.0,1994-01-01T00:00:00Z,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944580,http://www.wikidata.org/entity/Q865735,Royal Excelsior Mouscron,25.0,2000-01-01T00:00:00Z,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944580,http://www.wikidata.org/entity/Q221525,FC Metz,44.0,1998-01-01T00:00:00Z,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944580,http://www.wikidata.org/entity/Q208399,SC Bastia,19.0,1997-01-01T00:00:00Z,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944580,http://www.wikidata.org/entity/Q1131732,équipe de Serbie-et-Monténégro de football,12.0,2003-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944580,http://www.wikidata.org/entity/Q221525,FC Metz,9.0,2009-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944580,http://www.wikidata.org/entity/Q812723,Al-Nasr Dubaï,28.0,2007-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944580,http://www.wikidata.org/entity/Q2280491,FK Radnički Obrenovac,44.0,1992-01-01T00:00:00Z,1994-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944580,http://www.wikidata.org/entity/Q173009,Étoile rouge Belgrade,22.0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q944580,http://www.wikidata.org/entity/Q187528,RSC Anderlecht,80.0,2001-01-01T00:00:00Z,2005-01-01T00:00:00Z
