player,playerLabel,natLabel,posLabel,club,apps,start,end
http://www.wikidata.org/entity/Q10668,Fitz Hall,Royaume-Uni,défenseur,http://www.wikidata.org/entity/Q18732,11.0,2003-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1077649,Chris Perry,Royaume-Uni,défenseur central,http://www.wikidata.org/entity/Q18732,6.0,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1077649,Chris Perry,Royaume-Uni,défenseur central,http://www.wikidata.org/entity/Q18732,52.0,2008-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1097334,Dean Hammond,Royaume-Uni,milieu de terrain,http://www.wikidata.org/entity/Q18732,124.0,2009-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1098697,Claus Lundekvam,Norvège,défenseur central,http://www.wikidata.org/entity/Q18732,357.0,1996-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1099554,James Shea,Royaume-Uni,gardien de but,http://www.wikidata.org/entity/Q18732,0.0,2011-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1151757,Andrew Davies,Royaume-Uni,défenseur,http://www.wikidata.org/entity/Q18732,12.0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1151757,Andrew Davies,Royaume-Uni,défenseur,http://www.wikidata.org/entity/Q18732,11.0,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1159077,Dan Harding,Royaume-Uni,arrière latéral,http://www.wikidata.org/entity/Q18732,98.0,2009-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1159141,Dan Petrescu,Royaume-Uni,arrière,http://www.wikidata.org/entity/Q18732,11.0,2001-01-01T00:00:00Z,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1159141,Dan Petrescu,Roumanie,arrière,http://www.wikidata.org/entity/Q18732,11.0,2001-01-01T00:00:00Z,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1207229,Dexter Blackstock,Antigua-et-Barbuda,attaquant,http://www.wikidata.org/entity/Q18732,28.0,2003-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q128840,Toby Alderweireld,Belgique,défenseur central,http://www.wikidata.org/entity/Q18732,26.0,2014-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q130244,Éric Hassli,France,attaquant,http://www.wikidata.org/entity/Q18732,0.0,2002-01-01T00:00:00Z,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q133903,Virgil van Dijk,Royaume des Pays-Bas,défenseur,http://www.wikidata.org/entity/Q18732,67.0,2015-01-01T00:00:00Z,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1340803,Garry Monk,Royaume-Uni,défenseur,http://www.wikidata.org/entity/Q18732,11.0,1996-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1349204,Tomasz Hajto,Pologne,arrière latéral,http://www.wikidata.org/entity/Q18732,20.0,2005-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1361462,Morgan Schneiderlin,France,milieu de terrain,http://www.wikidata.org/entity/Q18732,231.0,2008-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1362076,Guilherme do Prado,Brésil,milieu de terrain,http://www.wikidata.org/entity/Q18732,17.0,2010-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1362076,Guilherme do Prado,Brésil,milieu de terrain,http://www.wikidata.org/entity/Q18732,86.0,2011-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1363193,Graeme Murty,Royaume-Uni,défenseur,http://www.wikidata.org/entity/Q18732,6.0,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1365850,Paul Telfer,Royaume-Uni,arrière latéral,http://www.wikidata.org/entity/Q18732,127.0,2001-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1368116,Jim Brennan,Canada,milieu de terrain,http://www.wikidata.org/entity/Q18732,16.0,2006-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q214513,Mark Hughes,Royaume-Uni,attaquant,http://www.wikidata.org/entity/Q18732,52.0,1998-01-01T00:00:00Z,2000-03-14T00:00:00Z
http://www.wikidata.org/entity/Q218680,Graziano Pellé,Italie,attaquant,http://www.wikidata.org/entity/Q18732,68.0,2014-01-01T00:00:00Z,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2204959,Youssef Safri,Maroc,milieu de terrain,http://www.wikidata.org/entity/Q18732,37.0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2245403,Paul Jones,Royaume-Uni,gardien de but,http://www.wikidata.org/entity/Q18732,193.0,1997-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q224799,Jelle Van Damme,Belgique,défenseur,http://www.wikidata.org/entity/Q18732,6.0,2004-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2317947,Wayne Thomas,Royaume-Uni,défenseur,http://www.wikidata.org/entity/Q18732,45.0,2007-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2324197,Djamel Belmadi,France,milieu de terrain,http://www.wikidata.org/entity/Q18732,36.0,2005-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2324197,Djamel Belmadi,Algérie,milieu de terrain,http://www.wikidata.org/entity/Q18732,36.0,2005-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2351991,David Prutton,Royaume-Uni,milieu de terrain,http://www.wikidata.org/entity/Q18732,82.0,2003-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2402742,Léandre Griffit,France,milieu excentré,http://www.wikidata.org/entity/Q18732,7.0,2003-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2423660,Stephen Crainey,Royaume-Uni,défenseur,http://www.wikidata.org/entity/Q18732,5.0,2004-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2452551,Patrick Colleter,France,arrière latéral,http://www.wikidata.org/entity/Q18732,24.0,1999-01-01T00:00:00Z,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2463589,Jason Puncheon,Royaume-Uni,milieu excentré,http://www.wikidata.org/entity/Q18732,74.0,2010-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q246651,Ian Pearce,Royaume-Uni,défenseur central,http://www.wikidata.org/entity/Q18732,1.0,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q246651,Ian Pearce,Royaume-Uni,défenseur,http://www.wikidata.org/entity/Q18732,1.0,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q248141,Maya Yoshida,Japon,défenseur central,http://www.wikidata.org/entity/Q18732,154.0,2012-01-01T00:00:00Z,2020-08-01T00:00:00Z
http://www.wikidata.org/entity/Q249485,Tim Sparv,Finlande,milieu de terrain,http://www.wikidata.org/entity/Q18732,0.0,2006-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2497888,Olivier Bernard,France,défenseur,http://www.wikidata.org/entity/Q18732,13.0,2005-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2499195,Jhon Viáfara,Colombie,milieu de terrain,http://www.wikidata.org/entity/Q18732,76.0,2006-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2546075,Brett Ormerod,Royaume-Uni,attaquant,http://www.wikidata.org/entity/Q18732,98.0,2001-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2551084,Philip Ifil,Royaume-Uni,défenseur,http://www.wikidata.org/entity/Q18732,12.0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2557468,Kleber Chala,Équateur,milieu de terrain,http://www.wikidata.org/entity/Q18732,0.0,2001-01-01T00:00:00Z,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2557847,Hassan Kachloul,France,milieu de terrain,http://www.wikidata.org/entity/Q18732,85.0,1998-01-01T00:00:00Z,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2557847,Hassan Kachloul,Maroc,milieu de terrain,http://www.wikidata.org/entity/Q18732,85.0,1998-01-01T00:00:00Z,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q256875,Kevin Phillips,Royaume-Uni,attaquant,http://www.wikidata.org/entity/Q18732,64.0,2003-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q26192,Steven Caulker,Royaume-Uni,défenseur central,http://www.wikidata.org/entity/Q18732,3.0,2015-01-01T00:00:00Z,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2624380,Vegard Forren,Norvège,défenseur central,http://www.wikidata.org/entity/Q18732,0.0,2013-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2624380,Vegard Forren,Norvège,défenseur,http://www.wikidata.org/entity/Q18732,0.0,2013-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2636232,Trond Egil Soltvedt,Norvège,milieu de terrain,http://www.wikidata.org/entity/Q18732,30.0,1999-01-01T00:00:00Z,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2643777,James Ward-Prowse,Royaume-Uni,milieu de terrain axial,http://www.wikidata.org/entity/Q18732,344.0,2011-01-01T00:00:00Z,2023-01-01T00:00:00Z
http://www.wikidata.org/entity/Q265778,Adam Hammill,Royaume-Uni,milieu excentré,http://www.wikidata.org/entity/Q18732,25.0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2700592,Matthew Mills,Royaume-Uni,défenseur central,http://www.wikidata.org/entity/Q18732,4.0,2003-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2700592,Matthew Mills,Royaume-Uni,défenseur,http://www.wikidata.org/entity/Q18732,4.0,2003-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2718569,Tahar El Khalej,Maroc,milieu de terrain,http://www.wikidata.org/entity/Q18732,58.0,2000-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2736254,José Fonte,Portugal,défenseur central,http://www.wikidata.org/entity/Q18732,260.0,2010-01-01T00:00:00Z,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q274523,Oriol Romeu,Espagne,milieu de terrain,http://www.wikidata.org/entity/Q18732,217.0,2015-01-01T00:00:00Z,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2757678,Danny Butterfield,Royaume-Uni,défenseur,http://www.wikidata.org/entity/Q18732,44.0,2010-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2778286,Fabrice Fernandes,France,milieu excentré,http://www.wikidata.org/entity/Q18732,91.0,2001-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q285518,Filip Đuričić,Serbie,milieu de terrain,http://www.wikidata.org/entity/Q18732,9.0,2015-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q285518,Filip Đuričić,Serbie,attaquant,http://www.wikidata.org/entity/Q18732,9.0,2015-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2924921,Brian Howard,Royaume-Uni,milieu de terrain,http://www.wikidata.org/entity/Q18732,0.0,2001-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q29516,Theo Walcott,Royaume-Uni,milieu excentré,http://www.wikidata.org/entity/Q18732,29.0,2021-07-01T00:00:00Z,2023-06-01T00:00:00Z
http://www.wikidata.org/entity/Q29516,Theo Walcott,Royaume-Uni,milieu excentré,http://www.wikidata.org/entity/Q18732,21.0,2005-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q29516,Theo Walcott,Royaume-Uni,milieu excentré,http://www.wikidata.org/entity/Q18732,21.0,2020-10-01T00:00:00Z,2021-06-01T00:00:00Z
http://www.wikidata.org/entity/Q296219,Anders Svensson,Suède,milieu de terrain,http://www.wikidata.org/entity/Q18732,140.0,2001-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q296391,Ryan Bertrand,Royaume-Uni,arrière latéral,http://www.wikidata.org/entity/Q18732,22.0,2014-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q296391,Ryan Bertrand,Royaume-Uni,arrière latéral,http://www.wikidata.org/entity/Q18732,192.0,2015-01-01T00:00:00Z,2021-06-01T00:00:00Z
http://www.wikidata.org/entity/Q2964791,Chris Makin,Royaume-Uni,défenseur,http://www.wikidata.org/entity/Q18732,27.0,2006-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q297964,Shane Long,Irlande,attaquant,http://www.wikidata.org/entity/Q18732,198.0,2014-01-01T00:00:00Z,2022-06-01T00:00:00Z
http://www.wikidata.org/entity/Q3016523,Darren Kenton,Royaume-Uni,défenseur,http://www.wikidata.org/entity/Q18732,29.0,2003-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q311340,Kevin Davies,Royaume-Uni,attaquant,http://www.wikidata.org/entity/Q18732,82.0,1999-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q312148,Andrei Kanchelskis,Russie,wing-back,http://www.wikidata.org/entity/Q18732,1.0,2002-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q312148,Andrei Kanchelskis,Russie,ailier droit,http://www.wikidata.org/entity/Q18732,1.0,2002-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q312148,Andrei Kanchelskis,Union soviétique,wing-back,http://www.wikidata.org/entity/Q18732,1.0,2002-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q312148,Andrei Kanchelskis,Union soviétique,ailier droit,http://www.wikidata.org/entity/Q18732,1.0,2002-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q312983,Kenwyne Jones,Trinité-et-Tobago,attaquant,http://www.wikidata.org/entity/Q18732,71.0,2004-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q313147,Agustín Delgado,Équateur,gardien de but,http://www.wikidata.org/entity/Q18732,11.0,2001-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q313147,Agustín Delgado,Équateur,attaquant,http://www.wikidata.org/entity/Q18732,11.0,2001-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q313927,Pablo Osvaldo,Argentine,attaquant,http://www.wikidata.org/entity/Q18732,13.0,2013-01-01T00:00:00Z,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q313938,Tomáš Pekhart,Tchéquie,attaquant,http://www.wikidata.org/entity/Q18732,9.0,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q316512,Luís Boa Morte,Portugal,milieu excentré,http://www.wikidata.org/entity/Q18732,14.0,1999-01-01T00:00:00Z,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q316719,Rory Delap,Irlande,milieu de terrain,http://www.wikidata.org/entity/Q18732,132.0,2001-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q316721,Danny Guthrie,Royaume-Uni,milieu de terrain,http://www.wikidata.org/entity/Q18732,10.0,2007-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q316799,Henri Camara,France,attaquant,http://www.wikidata.org/entity/Q18732,13.0,2005-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q316799,Henri Camara,Sénégal,attaquant,http://www.wikidata.org/entity/Q18732,13.0,2005-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q317293,Mikael Nilsson,Suède,milieu de terrain,http://www.wikidata.org/entity/Q18732,16.0,2004-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q317293,Mikael Nilsson,Suède,défenseur,http://www.wikidata.org/entity/Q18732,16.0,2004-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q317293,Mikael Nilsson,Suède,arrière latéral,http://www.wikidata.org/entity/Q18732,16.0,2004-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q317803,Matt Le Tissier,Royaume-Uni,milieu de terrain,http://www.wikidata.org/entity/Q18732,443.0,1986-01-01T00:00:00Z,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q317810,Jamie Redknapp,Royaume-Uni,milieu de terrain,http://www.wikidata.org/entity/Q18732,16.0,2005-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3183366,Jonathan Forte,Royaume-Uni,milieu excentré,http://www.wikidata.org/entity/Q18732,11.0,2011-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3185369,Joseph Mills,Royaume-Uni,défenseur,http://www.wikidata.org/entity/Q18732,26.0,2008-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q326438,Dennis Wise,Royaume-Uni,milieu de terrain,http://www.wikidata.org/entity/Q18732,11.0,2005-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q327536,Nathan Redmond,Royaume-Uni,milieu excentré,http://www.wikidata.org/entity/Q18732,195.0,2016-01-01T00:00:00Z,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3307261,Mark Draper,Royaume-Uni,milieu de terrain,http://www.wikidata.org/entity/Q18732,24.0,2000-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q331918,Radhi Jaïdi,Tunisie,défenseur central,http://www.wikidata.org/entity/Q18732,58.0,2009-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3372436,Paul Wotton,Royaume-Uni,milieu de terrain,http://www.wikidata.org/entity/Q18732,57.0,2008-01-01T00:00:00Z,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q342506,Rudolf Skácel,Tchéquie,milieu de terrain,http://www.wikidata.org/entity/Q18732,83.0,2006-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3453767,Ryan Dickson,Royaume-Uni,défenseur,http://www.wikidata.org/entity/Q18732,23.0,2010-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q348813,Fraser Forster,Royaume-Uni,gardien de but,http://www.wikidata.org/entity/Q18732,134.0,2014-01-01T00:00:00Z,2022-06-01T00:00:00Z
http://www.wikidata.org/entity/Q349125,Dejan Lovren,Croatie,défenseur central,http://www.wikidata.org/entity/Q18732,31.0,2013-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3494626,Jacinto Elá,Espagne,milieu excentré,http://www.wikidata.org/entity/Q18732,0.0,2001-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3494626,Jacinto Elá,Guinée équatoriale,milieu excentré,http://www.wikidata.org/entity/Q18732,0.0,2001-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q350807,James Beattie,Royaume-Uni,attaquant,http://www.wikidata.org/entity/Q18732,204.0,1998-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q351254,Antti Niemi,Finlande,gardien de but,http://www.wikidata.org/entity/Q18732,106.0,2002-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q352812,Neil McCann,Royaume-Uni,milieu de terrain,http://www.wikidata.org/entity/Q18732,40.0,2003-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q355807,Steven Davis,Royaume-Uni,milieu de terrain,http://www.wikidata.org/entity/Q18732,193.0,2012-01-01T00:00:00Z,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q356814,Kasey Keller,États-Unis,gardien de but,http://www.wikidata.org/entity/Q18732,4.0,2004-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q356814,Kasey Keller,États-Unis,gardien de but,http://www.wikidata.org/entity/Q18732,4.0,2004-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3572360,Yoann Folly,France,milieu de terrain,http://www.wikidata.org/entity/Q18732,14.0,2003-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3572360,Yoann Folly,Togo,milieu de terrain,http://www.wikidata.org/entity/Q18732,14.0,2003-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q359894,Marek Saganowski,Pologne,attaquant,http://www.wikidata.org/entity/Q18732,13.0,2007-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q359894,Marek Saganowski,Pologne,attaquant,http://www.wikidata.org/entity/Q18732,30.0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q360616,Graeme Le Saux,Royaume-Uni,défenseur,http://www.wikidata.org/entity/Q18732,44.0,2003-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q360616,Graeme Le Saux,Royaume-Uni,arrière latéral,http://www.wikidata.org/entity/Q18732,44.0,2003-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3607684,Alan Blayney,Royaume-Uni,gardien de but,http://www.wikidata.org/entity/Q18732,3.0,2001-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3657288,Marcus Hall,Royaume-Uni,défenseur,http://www.wikidata.org/entity/Q18732,0.0,2002-01-01T00:00:00Z,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3699999,Cédric Baseya,France,attaquant,http://www.wikidata.org/entity/Q18732,1.0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q3699999,Cédric Baseya,République démocratique du Congo,attaquant,http://www.wikidata.org/entity/Q18732,1.0,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q370762,Tommy Forecast,Royaume-Uni,gardien de but,http://www.wikidata.org/entity/Q18732,0.0,2008-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q372712,Adrian Caceres,Australie,milieu de terrain,http://www.wikidata.org/entity/Q18732,0.0,2000-01-01T00:00:00Z,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q372712,Adrian Caceres,Argentine,milieu de terrain,http://www.wikidata.org/entity/Q18732,0.0,2000-01-01T00:00:00Z,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q373885,Zoltán Lipták,Hongrie,défenseur,http://www.wikidata.org/entity/Q18732,7.0,2009-01-01T00:00:00Z,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q375510,Richard Wright,Royaume-Uni,gardien de but,http://www.wikidata.org/entity/Q18732,7.0,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q376237,Chris Baird,Royaume-Uni,arrière latéral,http://www.wikidata.org/entity/Q18732,68.0,2001-01-01T00:00:00Z,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q380703,Tadanari Lee,Japon,attaquant,http://www.wikidata.org/entity/Q18732,7.0,2012-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q38317,Marians Pahars,Lettonie,attaquant,http://www.wikidata.org/entity/Q18732,137.0,1999-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q425921,Alex Pearce,Irlande,défenseur central,http://www.wikidata.org/entity/Q18732,9.0,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q425921,Alex Pearce,Irlande,défenseur,http://www.wikidata.org/entity/Q18732,9.0,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q429720,Íñigo Idiakez,Espagne,attaquant intérieur,http://www.wikidata.org/entity/Q18732,35.0,2006-01-01T00:00:00Z,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q437322,Danny Higginbotham,Royaume-Uni,défenseur central,http://www.wikidata.org/entity/Q18732,94.0,2003-01-01T00:00:00Z,2006-01-01T00:00:00Z
