player,club,apps,start,end
http://www.wikidata.org/entity/Q166317,http://www.wikidata.org/entity/Q2739,99.0,2022-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q10754,http://www.wikidata.org/entity/Q2798,42.0,2010-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10758,http://www.wikidata.org/entity/Q2798,0.0,2012-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10758,http://www.wikidata.org/entity/Q8639,61.0,2000-01-01T00:00:00Z,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10758,http://www.wikidata.org/entity/Q2739,198.0,2006-01-01T00:00:00Z,2012-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10772,http://www.wikidata.org/entity/Q2798,17.0,2010-01-01T00:00:00Z,2015-08-03T00:00:00Z
http://www.wikidata.org/entity/Q10785,http://www.wikidata.org/entity/Q2798,6.0,2011-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10792,http://www.wikidata.org/entity/Q2798,12.0,2011-01-01T00:00:00Z,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10796,http://www.wikidata.org/entity/Q2798,0.0,2012-01-01T00:00:00Z,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q986088,http://www.wikidata.org/entity/Q2768,10.0,2010-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q986088,http://www.wikidata.org/entity/Q6641,4.0,2009-01-01T00:00:00Z,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q986088,http://www.wikidata.org/entity/Q6630,60.0,2003-01-01T00:00:00Z,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q987893,http://www.wikidata.org/entity/Q6630,7.0,2004-01-01T00:00:00Z,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q987930,http://www.wikidata.org/entity/Q2756,5.0,2005-01-01T00:00:00Z,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q987930,http://www.wikidata.org/entity/Q6651,20.0,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q987930,http://www.wikidata.org/entity/Q2798,55.0,1992-01-01T00:00:00Z,1999-01-01T00:00:00Z
